# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_sRNA.txt" "ShortStack_1701260578/merged_alignments.bam" 
Geneid	Chr	Start	End	Strand	Length	ShortStack_1701260578/merged_alignments.bam
contig_29_np1212:2462501..2465000	contig_29_np1212	2462501	2465000	+	2500	0
contig_29_np1212:2465001..2467500	contig_29_np1212	2465001	2467500	+	2500	205.50
contig_29_np1212:2467501..2470000	contig_29_np1212	2467501	2470000	+	2500	70.50
contig_29_np1212:2470001..2472500	contig_29_np1212	2470001	2472500	+	2500	253
contig_29_np1212:2472501..2475000	contig_29_np1212	2472501	2475000	+	2500	18
contig_29_np1212:2475001..2477500	contig_29_np1212	2475001	2477500	+	2500	19
contig_29_np1212:2477501..2480000	contig_29_np1212	2477501	2480000	+	2500	151
contig_29_np1212:2480001..2482500	contig_29_np1212	2480001	2482500	+	2500	135
contig_29_np1212:2482501..2485000	contig_29_np1212	2482501	2485000	+	2500	35
contig_29_np1212:2485001..2487500	contig_29_np1212	2485001	2487500	+	2500	96
contig_29_np1212:2487501..2490000	contig_29_np1212	2487501	2490000	+	2500	5
contig_29_np1212:2490001..2492500	contig_29_np1212	2490001	2492500	+	2500	15.50
contig_29_np1212:2492501..2495000	contig_29_np1212	2492501	2495000	+	2500	1469.50
contig_29_np1212:2495001..2497500	contig_29_np1212	2495001	2497500	+	2500	10
contig_29_np1212:2497501..2500000	contig_29_np1212	2497501	2500000	+	2500	63
contig_29_np1212:2500001..2502500	contig_29_np1212	2500001	2502500	+	2500	60
contig_29_np1212:2502501..2505000	contig_29_np1212	2502501	2505000	+	2500	74
contig_29_np1212:2505001..2507500	contig_29_np1212	2505001	2507500	+	2500	30
contig_29_np1212:2507501..2510000	contig_29_np1212	2507501	2510000	+	2500	16
contig_29_np1212:2510001..2512500	contig_29_np1212	2510001	2512500	+	2500	433
contig_29_np1212:2512501..2515000	contig_29_np1212	2512501	2515000	+	2500	15
contig_29_np1212:2515001..2517500	contig_29_np1212	2515001	2517500	+	2500	52
contig_29_np1212:2517501..2520000	contig_29_np1212	2517501	2520000	+	2500	5
contig_29_np1212:2520001..2522500	contig_29_np1212	2520001	2522500	+	2500	22
contig_29_np1212:2522501..2525000	contig_29_np1212	2522501	2525000	+	2500	27
contig_29_np1212:2525001..2527500	contig_29_np1212	2525001	2527500	+	2500	24
contig_29_np1212:2527501..2530000	contig_29_np1212	2527501	2530000	+	2500	11
contig_29_np1212:2530001..2532500	contig_29_np1212	2530001	2532500	+	2500	7
contig_29_np1212:2532501..2535000	contig_29_np1212	2532501	2535000	+	2500	9
contig_29_np1212:2535001..2537500	contig_29_np1212	2535001	2537500	+	2500	8
contig_29_np1212:2537501..2540000	contig_29_np1212	2537501	2540000	+	2500	0
contig_29_np1212:2540001..2542500	contig_29_np1212	2540001	2542500	+	2500	3
contig_29_np1212:2542501..2545000	contig_29_np1212	2542501	2545000	+	2500	1
contig_29_np1212:2545001..2547500	contig_29_np1212	2545001	2547500	+	2500	10
contig_29_np1212:2547501..2550000	contig_29_np1212	2547501	2550000	+	2500	23
contig_29_np1212:2550001..2552500	contig_29_np1212	2550001	2552500	+	2500	15
contig_29_np1212:2552501..2555000	contig_29_np1212	2552501	2555000	+	2500	15
contig_29_np1212:2555001..2557500	contig_29_np1212	2555001	2557500	+	2500	7
contig_29_np1212:2557501..2560000	contig_29_np1212	2557501	2560000	+	2500	375
contig_29_np1212:2560001..2562500	contig_29_np1212	2560001	2562500	+	2500	1868.50
contig_29_np1212:2562501..2565000	contig_29_np1212	2562501	2565000	+	2500	155.50
contig_29_np1212:2565001..2567500	contig_29_np1212	2565001	2567500	+	2500	11
contig_29_np1212:2567501..2570000	contig_29_np1212	2567501	2570000	+	2500	22
contig_29_np1212:2570001..2572500	contig_29_np1212	2570001	2572500	+	2500	7164
contig_29_np1212:2572501..2575000	contig_29_np1212	2572501	2575000	+	2500	1
contig_29_np1212:2575001..2577500	contig_29_np1212	2575001	2577500	+	2500	71
contig_29_np1212:2577501..2580000	contig_29_np1212	2577501	2580000	+	2500	2
contig_29_np1212:2580001..2582500	contig_29_np1212	2580001	2582500	+	2500	17
contig_29_np1212:2582501..2585000	contig_29_np1212	2582501	2585000	+	2500	434.50
contig_29_np1212:2585001..2587500	contig_29_np1212	2585001	2587500	+	2500	11.50
contig_29_np1212:2587501..2590000	contig_29_np1212	2587501	2590000	+	2500	17
contig_29_np1212:2590001..2592500	contig_29_np1212	2590001	2592500	+	2500	13
contig_29_np1212:2592501..2595000	contig_29_np1212	2592501	2595000	+	2500	3
contig_29_np1212:2595001..2597500	contig_29_np1212	2595001	2597500	+	2500	0
contig_29_np1212:2597501..2600000	contig_29_np1212	2597501	2600000	+	2500	2
contig_29_np1212:2600001..2602500	contig_29_np1212	2600001	2602500	+	2500	4
contig_29_np1212:2602501..2605000	contig_29_np1212	2602501	2605000	+	2500	9
contig_29_np1212:2605001..2607500	contig_29_np1212	2605001	2607500	+	2500	20
contig_29_np1212:2607501..2610000	contig_29_np1212	2607501	2610000	+	2500	28
contig_29_np1212:2610001..2612500	contig_29_np1212	2610001	2612500	+	2500	11
contig_29_np1212:2612501..2615000	contig_29_np1212	2612501	2615000	+	2500	112
contig_29_np1212:2615001..2617500	contig_29_np1212	2615001	2617500	+	2500	12
contig_29_np1212:2617501..2620000	contig_29_np1212	2617501	2620000	+	2500	33
contig_29_np1212:2620001..2622500	contig_29_np1212	2620001	2622500	+	2500	58
contig_29_np1212:2622501..2625000	contig_29_np1212	2622501	2625000	+	2500	283
contig_29_np1212:2625001..2627500	contig_29_np1212	2625001	2627500	+	2500	6
contig_29_np1212:2627501..2630000	contig_29_np1212	2627501	2630000	+	2500	6
contig_29_np1212:2630001..2632500	contig_29_np1212	2630001	2632500	+	2500	38
contig_29_np1212:2632501..2635000	contig_29_np1212	2632501	2635000	+	2500	59.50
contig_29_np1212:2635001..2637500	contig_29_np1212	2635001	2637500	+	2500	10.50
contig_29_np1212:2637501..2640000	contig_29_np1212	2637501	2640000	+	2500	64
contig_29_np1212:2640001..2642500	contig_29_np1212	2640001	2642500	+	2500	124
contig_29_np1212:2642501..2645000	contig_29_np1212	2642501	2645000	+	2500	105.50
contig_29_np1212:2645001..2647500	contig_29_np1212	2645001	2647500	+	2500	23.50
contig_29_np1212:2647501..2650000	contig_29_np1212	2647501	2650000	+	2500	29
contig_29_np1212:2650001..2652500	contig_29_np1212	2650001	2652500	+	2500	20
contig_29_np1212:2652501..2655000	contig_29_np1212	2652501	2655000	+	2500	48
contig_29_np1212:2655001..2657500	contig_29_np1212	2655001	2657500	+	2500	25
contig_29_np1212:2657501..2660000	contig_29_np1212	2657501	2660000	+	2500	69
contig_29_np1212:2660001..2662500	contig_29_np1212	2660001	2662500	+	2500	47.50
contig_29_np1212:2662501..2665000	contig_29_np1212	2662501	2665000	+	2500	12.50
contig_29_np1212:2665001..2667500	contig_29_np1212	2665001	2667500	+	2500	14
contig_29_np1212:2667501..2670000	contig_29_np1212	2667501	2670000	+	2500	4
contig_29_np1212:2670001..2672500	contig_29_np1212	2670001	2672500	+	2500	61
contig_29_np1212:2672501..2675000	contig_29_np1212	2672501	2675000	+	2500	6
contig_29_np1212:2675001..2677500	contig_29_np1212	2675001	2677500	+	2500	2
contig_29_np1212:2677501..2680000	contig_29_np1212	2677501	2680000	+	2500	88
contig_29_np1212:2680001..2682500	contig_29_np1212	2680001	2682500	+	2500	186
contig_29_np1212:2682501..2685000	contig_29_np1212	2682501	2685000	+	2500	11
contig_29_np1212:2685001..2687500	contig_29_np1212	2685001	2687500	+	2500	49.50
contig_29_np1212:2687501..2690000	contig_29_np1212	2687501	2690000	+	2500	24.50
contig_29_np1212:2690001..2692500	contig_29_np1212	2690001	2692500	+	2500	59
contig_29_np1212:2692501..2695000	contig_29_np1212	2692501	2695000	+	2500	138
contig_29_np1212:2695001..2697500	contig_29_np1212	2695001	2697500	+	2500	18
contig_29_np1212:2697501..2700000	contig_29_np1212	2697501	2700000	+	2500	10
contig_29_np1212:2700001..2702500	contig_29_np1212	2700001	2702500	+	2500	28
contig_29_np1212:2702501..2705000	contig_29_np1212	2702501	2705000	+	2500	6
contig_29_np1212:2705001..2707500	contig_29_np1212	2705001	2707500	+	2500	19
contig_29_np1212:2707501..2710000	contig_29_np1212	2707501	2710000	+	2500	13
contig_29_np1212:2710001..2712500	contig_29_np1212	2710001	2712500	+	2500	22
contig_29_np1212:2712501..2715000	contig_29_np1212	2712501	2715000	+	2500	8387
contig_29_np1212:2715001..2717500	contig_29_np1212	2715001	2717500	+	2500	34.50
contig_29_np1212:2717501..2720000	contig_29_np1212	2717501	2720000	+	2500	255.50
contig_29_np1212:2720001..2722500	contig_29_np1212	2720001	2722500	+	2500	59
contig_29_np1212:2722501..2725000	contig_29_np1212	2722501	2725000	+	2500	85
contig_29_np1212:2725001..2727500	contig_29_np1212	2725001	2727500	+	2500	99
contig_29_np1212:2727501..2730000	contig_29_np1212	2727501	2730000	+	2500	35
contig_29_np1212:2730001..2732500	contig_29_np1212	2730001	2732500	+	2500	32
contig_29_np1212:2732501..2735000	contig_29_np1212	2732501	2735000	+	2500	20
contig_29_np1212:2735001..2737500	contig_29_np1212	2735001	2737500	+	2500	1
contig_29_np1212:2737501..2740000	contig_29_np1212	2737501	2740000	+	2500	2
contig_29_np1212:2740001..2742500	contig_29_np1212	2740001	2742500	+	2500	25
contig_29_np1212:2742501..2745000	contig_29_np1212	2742501	2745000	+	2500	51
contig_29_np1212:2745001..2747500	contig_29_np1212	2745001	2747500	+	2500	23
contig_29_np1212:2747501..2750000	contig_29_np1212	2747501	2750000	+	2500	11
contig_29_np1212:2750001..2752500	contig_29_np1212	2750001	2752500	+	2500	52
contig_29_np1212:2752501..2755000	contig_29_np1212	2752501	2755000	+	2500	85
contig_29_np1212:2755001..2757500	contig_29_np1212	2755001	2757500	+	2500	145
contig_29_np1212:2757501..2760000	contig_29_np1212	2757501	2760000	+	2500	62
contig_29_np1212:2760001..2762500	contig_29_np1212	2760001	2762500	+	2500	3
contig_29_np1212:2762501..2765000	contig_29_np1212	2762501	2765000	+	2500	4
contig_29_np1212:2765001..2767500	contig_29_np1212	2765001	2767500	+	2500	39
contig_29_np1212:2767501..2770000	contig_29_np1212	2767501	2770000	+	2500	135
contig_29_np1212:2770001..2772500	contig_29_np1212	2770001	2772500	+	2500	222
contig_29_np1212:2772501..2775000	contig_29_np1212	2772501	2775000	+	2500	16
contig_29_np1212:2775001..2777500	contig_29_np1212	2775001	2777500	+	2500	128
contig_29_np1212:2777501..2780000	contig_29_np1212	2777501	2780000	+	2500	5
contig_29_np1212:2780001..2782500	contig_29_np1212	2780001	2782500	+	2500	9
contig_29_np1212:2782501..2785000	contig_29_np1212	2782501	2785000	+	2500	4
contig_29_np1212:2785001..2787500	contig_29_np1212	2785001	2787500	+	2500	8
contig_29_np1212:2787501..2790000	contig_29_np1212	2787501	2790000	+	2500	6
contig_29_np1212:2790001..2792500	contig_29_np1212	2790001	2792500	+	2500	11
contig_29_np1212:2792501..2795000	contig_29_np1212	2792501	2795000	+	2500	59
contig_29_np1212:2795001..2797500	contig_29_np1212	2795001	2797500	+	2500	16
contig_29_np1212:2797501..2800000	contig_29_np1212	2797501	2800000	+	2500	4523
contig_29_np1212:2800001..2802500	contig_29_np1212	2800001	2802500	+	2500	94.50
contig_29_np1212:2802501..2805000	contig_29_np1212	2802501	2805000	+	2500	77
contig_29_np1212:2805001..2807500	contig_29_np1212	2805001	2807500	+	2500	102
contig_29_np1212:2807501..2810000	contig_29_np1212	2807501	2810000	+	2500	139
contig_29_np1212:2810001..2812500	contig_29_np1212	2810001	2812500	+	2500	100.50
contig_29_np1212:2812501..2815000	contig_29_np1212	2812501	2815000	+	2500	12
contig_29_np1212:2815001..2817500	contig_29_np1212	2815001	2817500	+	2500	13.50
contig_29_np1212:2817501..2820000	contig_29_np1212	2817501	2820000	+	2500	2.50
contig_29_np1212:2820001..2822500	contig_29_np1212	2820001	2822500	+	2500	246.50
contig_29_np1212:2822501..2825000	contig_29_np1212	2822501	2825000	+	2500	8138.50
contig_29_np1212:2825001..2827500	contig_29_np1212	2825001	2827500	+	2500	108.50
contig_29_np1212:2827501..2830000	contig_29_np1212	2827501	2830000	+	2500	32.50
contig_29_np1212:2830001..2832500	contig_29_np1212	2830001	2832500	+	2500	12
contig_29_np1212:2832501..2835000	contig_29_np1212	2832501	2835000	+	2500	9
contig_29_np1212:2835001..2837500	contig_29_np1212	2835001	2837500	+	2500	63
contig_29_np1212:2837501..2840000	contig_29_np1212	2837501	2840000	+	2500	4
contig_29_np1212:2840001..2842500	contig_29_np1212	2840001	2842500	+	2500	347
contig_29_np1212:2842501..2845000	contig_29_np1212	2842501	2845000	+	2500	79
contig_29_np1212:2845001..2847500	contig_29_np1212	2845001	2847500	+	2500	41.50
contig_29_np1212:2847501..2850000	contig_29_np1212	2847501	2850000	+	2500	91.50
contig_29_np1212:2850001..2852500	contig_29_np1212	2850001	2852500	+	2500	83
contig_29_np1212:2852501..2855000	contig_29_np1212	2852501	2855000	+	2500	20
contig_29_np1212:2855001..2857500	contig_29_np1212	2855001	2857500	+	2500	75.50
contig_29_np1212:2857501..2860000	contig_29_np1212	2857501	2860000	+	2500	235
contig_29_np1212:2860001..2862500	contig_29_np1212	2860001	2862500	+	2500	30.50
contig_29_np1212:2862501..2865000	contig_29_np1212	2862501	2865000	+	2500	128
contig_29_np1212:2865001..2867500	contig_29_np1212	2865001	2867500	+	2500	20
contig_29_np1212:2867501..2870000	contig_29_np1212	2867501	2870000	+	2500	18.50
contig_29_np1212:2870001..2872500	contig_29_np1212	2870001	2872500	+	2500	31.50
contig_29_np1212:2872501..2875000	contig_29_np1212	2872501	2875000	+	2500	124
contig_29_np1212:2875001..2877500	contig_29_np1212	2875001	2877500	+	2500	16
contig_29_np1212:2877501..2880000	contig_29_np1212	2877501	2880000	+	2500	24
contig_29_np1212:2880001..2882500	contig_29_np1212	2880001	2882500	+	2500	547
contig_29_np1212:2882501..2885000	contig_29_np1212	2882501	2885000	+	2500	630
contig_29_np1212:2885001..2887500	contig_29_np1212	2885001	2887500	+	2500	353
contig_29_np1212:2887501..2890000	contig_29_np1212	2887501	2890000	+	2500	1947
contig_29_np1212:2890001..2892500	contig_29_np1212	2890001	2892500	+	2500	889.50
contig_29_np1212:2892501..2895000	contig_29_np1212	2892501	2895000	+	2500	3198.50
contig_29_np1212:2895001..2897500	contig_29_np1212	2895001	2897500	+	2500	606
contig_29_np1212:2897501..2900000	contig_29_np1212	2897501	2900000	+	2500	19
contig_29_np1212:2900001..2902500	contig_29_np1212	2900001	2902500	+	2500	14
contig_29_np1212:2902501..2905000	contig_29_np1212	2902501	2905000	+	2500	5
contig_29_np1212:2905001..2907500	contig_29_np1212	2905001	2907500	+	2500	464
contig_29_np1212:2907501..2910000	contig_29_np1212	2907501	2910000	+	2500	39
contig_29_np1212:2910001..2912500	contig_29_np1212	2910001	2912500	+	2500	23
contig_29_np1212:2912501..2915000	contig_29_np1212	2912501	2915000	+	2500	47
contig_29_np1212:2915001..2917500	contig_29_np1212	2915001	2917500	+	2500	366.50
contig_29_np1212:2917501..2920000	contig_29_np1212	2917501	2920000	+	2500	240.50
contig_29_np1212:2920001..2922500	contig_29_np1212	2920001	2922500	+	2500	81
contig_29_np1212:2922501..2925000	contig_29_np1212	2922501	2925000	+	2500	51
contig_29_np1212:2925001..2927500	contig_29_np1212	2925001	2927500	+	2500	9
contig_29_np1212:2927501..2930000	contig_29_np1212	2927501	2930000	+	2500	4
contig_29_np1212:2930001..2932500	contig_29_np1212	2930001	2932500	+	2500	930
contig_29_np1212:2932501..2935000	contig_29_np1212	2932501	2935000	+	2500	28
contig_29_np1212:2935001..2937500	contig_29_np1212	2935001	2937500	+	2500	125
contig_29_np1212:2937501..2940000	contig_29_np1212	2937501	2940000	+	2500	95
contig_29_np1212:2940001..2942500	contig_29_np1212	2940001	2942500	+	2500	6.50
contig_29_np1212:2942501..2945000	contig_29_np1212	2942501	2945000	+	2500	9.50
contig_29_np1212:2945001..2947500	contig_29_np1212	2945001	2947500	+	2500	18
contig_29_np1212:2947501..2950000	contig_29_np1212	2947501	2950000	+	2500	5
contig_29_np1212:2950001..2952500	contig_29_np1212	2950001	2952500	+	2500	12
contig_29_np1212:2952501..2955000	contig_29_np1212	2952501	2955000	+	2500	72
contig_29_np1212:2955001..2957500	contig_29_np1212	2955001	2957500	+	2500	16
contig_29_np1212:2957501..2960000	contig_29_np1212	2957501	2960000	+	2500	81
contig_29_np1212:2960001..2962500	contig_29_np1212	2960001	2962500	+	2500	69
contig_29_np1212:2962501..2965000	contig_29_np1212	2962501	2965000	+	2500	42
contig_29_np1212:2965001..2967500	contig_29_np1212	2965001	2967500	+	2500	61
contig_29_np1212:2967501..2970000	contig_29_np1212	2967501	2970000	+	2500	253
contig_29_np1212:2970001..2972500	contig_29_np1212	2970001	2972500	+	2500	19
contig_29_np1212:2972501..2975000	contig_29_np1212	2972501	2975000	+	2500	19
contig_29_np1212:2975001..2977500	contig_29_np1212	2975001	2977500	+	2500	3714
contig_29_np1212:2977501..2980000	contig_29_np1212	2977501	2980000	+	2500	29622
contig_29_np1212:2980001..2982500	contig_29_np1212	2980001	2982500	+	2500	2
contig_29_np1212:2982501..2985000	contig_29_np1212	2982501	2985000	+	2500	20925
contig_29_np1212:2985001..2987500	contig_29_np1212	2985001	2987500	+	2500	101838
contig_29_np1212:2987501..2990000	contig_29_np1212	2987501	2990000	+	2500	109951
contig_29_np1212:2990001..2992500	contig_29_np1212	2990001	2992500	+	2500	33
contig_29_np1212:2992501..2995000	contig_29_np1212	2992501	2995000	+	2500	94
contig_29_np1212:2995001..2997500	contig_29_np1212	2995001	2997500	+	2500	17
contig_29_np1212:2997501..3000000	contig_29_np1212	2997501	3000000	+	2500	38
contig_29_np1212:3000001..3002500	contig_29_np1212	3000001	3002500	+	2500	142
contig_29_np1212:3002501..3005000	contig_29_np1212	3002501	3005000	+	2500	26
contig_29_np1212:3005001..3007500	contig_29_np1212	3005001	3007500	+	2500	29
contig_29_np1212:3007501..3010000	contig_29_np1212	3007501	3010000	+	2500	8
contig_29_np1212:3010001..3012500	contig_29_np1212	3010001	3012500	+	2500	53
contig_29_np1212:3012501..3015000	contig_29_np1212	3012501	3015000	+	2500	7
contig_29_np1212:3015001..3017500	contig_29_np1212	3015001	3017500	+	2500	2021
contig_29_np1212:3017501..3020000	contig_29_np1212	3017501	3020000	+	2500	6
contig_29_np1212:3020001..3022500	contig_29_np1212	3020001	3022500	+	2500	82.50
contig_29_np1212:3022501..3025000	contig_29_np1212	3022501	3025000	+	2500	195.50
contig_29_np1212:3025001..3027500	contig_29_np1212	3025001	3027500	+	2500	6
contig_29_np1212:3027501..3030000	contig_29_np1212	3027501	3030000	+	2500	12.50
contig_29_np1212:3030001..3032500	contig_29_np1212	3030001	3032500	+	2500	76
contig_29_np1212:3032501..3035000	contig_29_np1212	3032501	3035000	+	2500	9.50
contig_29_np1212:3035001..3037500	contig_29_np1212	3035001	3037500	+	2500	11
contig_29_np1212:3037501..3040000	contig_29_np1212	3037501	3040000	+	2500	92
contig_29_np1212:3040001..3042500	contig_29_np1212	3040001	3042500	+	2500	550
contig_29_np1212:3042501..3045000	contig_29_np1212	3042501	3045000	+	2500	7
contig_29_np1212:3045001..3047500	contig_29_np1212	3045001	3047500	+	2500	7
contig_29_np1212:3047501..3050000	contig_29_np1212	3047501	3050000	+	2500	402
contig_29_np1212:3050001..3052500	contig_29_np1212	3050001	3052500	+	2500	33
contig_29_np1212:3052501..3055000	contig_29_np1212	3052501	3055000	+	2500	4
contig_29_np1212:3055001..3057500	contig_29_np1212	3055001	3057500	+	2500	8
contig_29_np1212:3057501..3060000	contig_29_np1212	3057501	3060000	+	2500	191
contig_29_np1212:3060001..3062500	contig_29_np1212	3060001	3062500	+	2500	62
contig_29_np1212:3062501..3065000	contig_29_np1212	3062501	3065000	+	2500	12
contig_29_np1212:3065001..3067500	contig_29_np1212	3065001	3067500	+	2500	18
contig_29_np1212:3067501..3070000	contig_29_np1212	3067501	3070000	+	2500	10
contig_29_np1212:3070001..3072500	contig_29_np1212	3070001	3072500	+	2500	8
contig_29_np1212:3072501..3075000	contig_29_np1212	3072501	3075000	+	2500	9
contig_29_np1212:3075001..3077500	contig_29_np1212	3075001	3077500	+	2500	8.50
contig_29_np1212:3077501..3080000	contig_29_np1212	3077501	3080000	+	2500	29.50
contig_29_np1212:3080001..3082500	contig_29_np1212	3080001	3082500	+	2500	28
contig_29_np1212:3082501..3085000	contig_29_np1212	3082501	3085000	+	2500	67
contig_29_np1212:3085001..3087500	contig_29_np1212	3085001	3087500	+	2500	253
contig_29_np1212:3087501..3090000	contig_29_np1212	3087501	3090000	+	2500	16
contig_29_np1212:3090001..3092500	contig_29_np1212	3090001	3092500	+	2500	128
contig_29_np1212:3092501..3095000	contig_29_np1212	3092501	3095000	+	2500	16
contig_29_np1212:3095001..3097500	contig_29_np1212	3095001	3097500	+	2500	7
contig_29_np1212:3097501..3100000	contig_29_np1212	3097501	3100000	+	2500	37
contig_29_np1212:3100001..3102500	contig_29_np1212	3100001	3102500	+	2500	41
contig_29_np1212:3102501..3105000	contig_29_np1212	3102501	3105000	+	2500	38
contig_29_np1212:3105001..3107500	contig_29_np1212	3105001	3107500	+	2500	47
contig_29_np1212:3107501..3110000	contig_29_np1212	3107501	3110000	+	2500	33
contig_29_np1212:3110001..3112500	contig_29_np1212	3110001	3112500	+	2500	63
contig_29_np1212:3112501..3115000	contig_29_np1212	3112501	3115000	+	2500	21
contig_29_np1212:3115001..3117500	contig_29_np1212	3115001	3117500	+	2500	1385
contig_29_np1212:3117501..3120000	contig_29_np1212	3117501	3120000	+	2500	4902
contig_29_np1212:3120001..3122500	contig_29_np1212	3120001	3122500	+	2500	723
contig_29_np1212:3122501..3125000	contig_29_np1212	3122501	3125000	+	2500	5
contig_29_np1212:3125001..3127500	contig_29_np1212	3125001	3127500	+	2500	75
contig_29_np1212:3127501..3130000	contig_29_np1212	3127501	3130000	+	2500	21
contig_29_np1212:3130001..3132500	contig_29_np1212	3130001	3132500	+	2500	30.50
contig_29_np1212:3132501..3135000	contig_29_np1212	3132501	3135000	+	2500	6.50
contig_29_np1212:3135001..3137500	contig_29_np1212	3135001	3137500	+	2500	6
contig_29_np1212:3137501..3140000	contig_29_np1212	3137501	3140000	+	2500	12
contig_29_np1212:3140001..3142500	contig_29_np1212	3140001	3142500	+	2500	4
contig_29_np1212:3142501..3145000	contig_29_np1212	3142501	3145000	+	2500	13
contig_29_np1212:3145001..3147500	contig_29_np1212	3145001	3147500	+	2500	47
contig_29_np1212:3147501..3150000	contig_29_np1212	3147501	3150000	+	2500	69
contig_29_np1212:3150001..3152500	contig_29_np1212	3150001	3152500	+	2500	14
contig_29_np1212:3152501..3155000	contig_29_np1212	3152501	3155000	+	2500	676
contig_29_np1212:3155001..3157500	contig_29_np1212	3155001	3157500	+	2500	267
contig_29_np1212:3157501..3160000	contig_29_np1212	3157501	3160000	+	2500	3
contig_29_np1212:3160001..3162500	contig_29_np1212	3160001	3162500	+	2500	8
contig_29_np1212:3162501..3165000	contig_29_np1212	3162501	3165000	+	2500	8
contig_29_np1212:3165001..3167500	contig_29_np1212	3165001	3167500	+	2500	0
contig_29_np1212:3167501..3170000	contig_29_np1212	3167501	3170000	+	2500	0
contig_29_np1212:3170001..3172500	contig_29_np1212	3170001	3172500	+	2500	40
contig_29_np1212:3172501..3175000	contig_29_np1212	3172501	3175000	+	2500	2
contig_29_np1212:3175001..3177500	contig_29_np1212	3175001	3177500	+	2500	5
contig_29_np1212:3177501..3180000	contig_29_np1212	3177501	3180000	+	2500	98.50
contig_29_np1212:3180001..3182500	contig_29_np1212	3180001	3182500	+	2500	269.50
contig_29_np1212:3182501..3185000	contig_29_np1212	3182501	3185000	+	2500	6
contig_29_np1212:3185001..3187500	contig_29_np1212	3185001	3187500	+	2500	23.50
contig_29_np1212:3187501..3190000	contig_29_np1212	3187501	3190000	+	2500	2.50
contig_29_np1212:3190001..3192500	contig_29_np1212	3190001	3192500	+	2500	0
contig_29_np1212:3192501..3195000	contig_29_np1212	3192501	3195000	+	2500	11
contig_29_np1212:3195001..3197500	contig_29_np1212	3195001	3197500	+	2500	6
contig_29_np1212:3197501..3200000	contig_29_np1212	3197501	3200000	+	2500	8
contig_29_np1212:3200001..3202500	contig_29_np1212	3200001	3202500	+	2500	19
contig_29_np1212:3202501..3205000	contig_29_np1212	3202501	3205000	+	2500	7
contig_29_np1212:3205001..3207500	contig_29_np1212	3205001	3207500	+	2500	10
contig_29_np1212:3207501..3210000	contig_29_np1212	3207501	3210000	+	2500	12
contig_29_np1212:3210001..3212500	contig_29_np1212	3210001	3212500	+	2500	2
contig_29_np1212:3212501..3215000	contig_29_np1212	3212501	3215000	+	2500	7
contig_29_np1212:3215001..3217500	contig_29_np1212	3215001	3217500	+	2500	623
contig_29_np1212:3217501..3220000	contig_29_np1212	3217501	3220000	+	2500	17
contig_29_np1212:3220001..3222500	contig_29_np1212	3220001	3222500	+	2500	0
contig_29_np1212:3222501..3225000	contig_29_np1212	3222501	3225000	+	2500	144
contig_29_np1212:3225001..3227500	contig_29_np1212	3225001	3227500	+	2500	20
contig_29_np1212:3227501..3230000	contig_29_np1212	3227501	3230000	+	2500	42
contig_29_np1212:3230001..3232500	contig_29_np1212	3230001	3232500	+	2500	529
contig_29_np1212:3232501..3235000	contig_29_np1212	3232501	3235000	+	2500	4
contig_29_np1212:3235001..3237500	contig_29_np1212	3235001	3237500	+	2500	0
contig_29_np1212:3237501..3240000	contig_29_np1212	3237501	3240000	+	2500	15
contig_29_np1212:3240001..3242500	contig_29_np1212	3240001	3242500	+	2500	37.50
contig_29_np1212:3242501..3245000	contig_29_np1212	3242501	3245000	+	2500	14.50
contig_29_np1212:3245001..3247500	contig_29_np1212	3245001	3247500	+	2500	7
contig_29_np1212:3247501..3250000	contig_29_np1212	3247501	3250000	+	2500	6
contig_29_np1212:3250001..3252500	contig_29_np1212	3250001	3252500	+	2500	4
contig_29_np1212:3252501..3255000	contig_29_np1212	3252501	3255000	+	2500	7
contig_29_np1212:3255001..3257500	contig_29_np1212	3255001	3257500	+	2500	18
contig_29_np1212:3257501..3260000	contig_29_np1212	3257501	3260000	+	2500	40
contig_29_np1212:3260001..3262500	contig_29_np1212	3260001	3262500	+	2500	29
contig_29_np1212:3262501..3265000	contig_29_np1212	3262501	3265000	+	2500	21
contig_29_np1212:3265001..3267500	contig_29_np1212	3265001	3267500	+	2500	47
contig_29_np1212:3267501..3270000	contig_29_np1212	3267501	3270000	+	2500	518
contig_29_np1212:3270001..3272500	contig_29_np1212	3270001	3272500	+	2500	4
contig_29_np1212:3272501..3275000	contig_29_np1212	3272501	3275000	+	2500	20.50
contig_29_np1212:3275001..3277500	contig_29_np1212	3275001	3277500	+	2500	40.50
contig_29_np1212:3277501..3280000	contig_29_np1212	3277501	3280000	+	2500	18
contig_29_np1212:3280001..3282500	contig_29_np1212	3280001	3282500	+	2500	9
contig_29_np1212:3282501..3285000	contig_29_np1212	3282501	3285000	+	2500	26
contig_29_np1212:3285001..3287500	contig_29_np1212	3285001	3287500	+	2500	172.50
contig_29_np1212:3287501..3290000	contig_29_np1212	3287501	3290000	+	2500	41.50
contig_29_np1212:3290001..3292500	contig_29_np1212	3290001	3292500	+	2500	12
contig_29_np1212:3292501..3295000	contig_29_np1212	3292501	3295000	+	2500	5
contig_29_np1212:3295001..3297500	contig_29_np1212	3295001	3297500	+	2500	2
