# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "dfir_regions.gff" "-o" "counts/regions_dfir.txt" "star_map_dfir/Dfir-0h-A.bam" "star_map_dfir/Dfir-0h-B.bam" "star_map_dfir/Dfir-0h-C.bam" "star_map_dfir/Dfir-16h-A.bam" "star_map_dfir/Dfir-16h-B.bam" "star_map_dfir/Dfir-16h-C.bam" "star_map_dfir/Dfir-24h-A.bam" "star_map_dfir/Dfir-24h-B.bam" "star_map_dfir/Dfir-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir/Dfir-0h-A.bam	star_map_dfir/Dfir-0h-B.bam	star_map_dfir/Dfir-0h-C.bam	star_map_dfir/Dfir-16h-A.bam	star_map_dfir/Dfir-16h-B.bam	star_map_dfir/Dfir-16h-C.bam	star_map_dfir/Dfir-24h-A.bam	star_map_dfir/Dfir-24h-B.bam	star_map_dfir/Dfir-24h-C.bam
contig_29_np1212:2872501..2875000	contig_29_np1212	2872501	2875000	+	2500	55	899.50	155	510.50	2226	3392	1005.50	1577.97	3846.90
contig_29_np1212:2875001..2877500	contig_29_np1212	2875001	2877500	+	2500	1029	441.50	673.50	1916	762	1085.50	667	697.50	1621.50
contig_29_np1212:2877501..2880000	contig_29_np1212	2877501	2880000	+	2500	726.50	791.50	976.50	845.50	705	834	1023	628.50	1248
contig_29_np1212:2880001..2882500	contig_29_np1212	2880001	2882500	+	2500	38942.00	17328.83	29037.33	2102.50	2960.00	2409	3019.67	1666.50	10906.67
contig_29_np1212:2882501..2885000	contig_29_np1212	2882501	2885000	+	2500	1	0	1	0	0	0	0	2	1
contig_29_np1212:2885001..2887500	contig_29_np1212	2885001	2887500	+	2500	1.07	2	2	0	0.40	0	1.67	0	4
contig_29_np1212:2887501..2890000	contig_29_np1212	2887501	2890000	+	2500	74	66	80	2	0.50	4.20	0	0	24
contig_29_np1212:2890001..2892500	contig_29_np1212	2890001	2892500	+	2500	12.86	134.85	55.11	13.04	32.85	24.91	8.83	7.72	167.60
contig_29_np1212:2892501..2895000	contig_29_np1212	2892501	2895000	+	2500	3.60	165.35	34.10	2.60	31.40	31.50	2.90	3.90	142.88
contig_29_np1212:2895001..2897500	contig_29_np1212	2895001	2897500	+	2500	161.70	178.57	177.40	1346.50	122.98	179.60	496.83	207	520.90
contig_29_np1212:2897501..2900000	contig_29_np1212	2897501	2900000	+	2500	269	366.50	144.50	567	375	241.50	335.50	253.50	387.50
contig_29_np1212:2900001..2902500	contig_29_np1212	2900001	2902500	+	2500	452.50	1038	240	646.50	464.50	637	509	370	923
contig_29_np1212:2902501..2905000	contig_29_np1212	2902501	2905000	+	2500	70	530	96.50	87.50	105.50	257.75	112.50	118	463
contig_29_np1212:2905001..2907500	contig_29_np1212	2905001	2907500	+	2500	176	960	390	498	438	296.50	386.50	175.50	1096.50
contig_29_np1212:2907501..2910000	contig_29_np1212	2907501	2910000	+	2500	46	205.50	66	97.33	93	144.50	94	94.50	689.75
contig_29_np1212:2910001..2912500	contig_29_np1212	2910001	2912500	+	2500	11.50	210.50	85	162.33	221.50	322.12	150.50	281.50	1845.25
contig_29_np1212:2912501..2915000	contig_29_np1212	2912501	2915000	+	2500	210	490	240	816	715.50	957	643	1010	3874.50
contig_29_np1212:2915001..2917500	contig_29_np1212	2915001	2917500	+	2500	640	3783.25	1738	1311	402	620.50	677.50	605.50	7062
contig_29_np1212:2917501..2920000	contig_29_np1212	2917501	2920000	+	2500	32	4263.75	1461	819.50	345.50	616	447.50	440	8540
contig_29_np1212:2920001..2922500	contig_29_np1212	2920001	2922500	+	2500	164.50	1049	750.50	206	62	84.50	109.50	104	427.50
contig_29_np1212:2922501..2925000	contig_29_np1212	2922501	2925000	+	2500	4674	3390.50	2634.50	9139	3661	4674	4844.50	3126	8645.50
contig_29_np1212:2925001..2927500	contig_29_np1212	2925001	2927500	+	2500	2259.50	1748.50	1172	5100.50	3307	2504	2542.00	1562	4402.50
contig_29_np1212:2927501..2930000	contig_29_np1212	2927501	2930000	+	2500	17.75	10	35.50	17.50	32	5	12.50	11	16.50
contig_29_np1212:2930001..2932500	contig_29_np1212	2930001	2932500	+	2500	16192.25	58766.50	114834.00	1186	697.50	1499.50	3085.50	912	40056.50
contig_29_np1212:2932501..2935000	contig_29_np1212	2932501	2935000	+	2500	28781.50	6019.50	16147.50	2539.50	4582.50	928.50	731	683	3801
contig_29_np1212:2935001..2937500	contig_29_np1212	2935001	2937500	+	2500	507	916.50	326	2020	2978.50	2850	3937.50	1876.50	2871.50
contig_29_np1212:2937501..2940000	contig_29_np1212	2937501	2940000	+	2500	40	428	153	609	1109	1245	1376	830.50	1518
contig_29_np1212:2940001..2942500	contig_29_np1212	2940001	2942500	+	2500	6	216	129.50	120	272	257.50	180.50	170	468.50
contig_29_np1212:2942501..2945000	contig_29_np1212	2942501	2945000	+	2500	438	2044.53	1220.40	659	1788	1044.59	469.40	248.82	3093.34
contig_29_np1212:2945001..2947500	contig_29_np1212	2945001	2947500	+	2500	470.50	74	105	17317	5365	3926.50	3686	11306	521
contig_29_np1212:2947501..2950000	contig_29_np1212	2947501	2950000	+	2500	2678	416	572	38540.33	13524	11432	26611	20684	2972.50
contig_29_np1212:2950001..2952500	contig_29_np1212	2950001	2952500	+	2500	105.50	403.50	68	63	17	57	83.50	80.50	661.50
contig_29_np1212:2952501..2955000	contig_29_np1212	2952501	2955000	+	2500	3945.00	5923.50	3389.50	1280.17	5739	5975	2799.50	3578	9907.50
contig_29_np1212:2955001..2957500	contig_29_np1212	2955001	2957500	+	2500	37.50	3455	286.50	1302	14229	11004	4436	5821	15299.00
contig_29_np1212:2957501..2960000	contig_29_np1212	2957501	2960000	+	2500	1362.50	799.50	934.00	709.50	319.50	440.50	412.50	443.50	1177.00
contig_29_np1212:2960001..2962500	contig_29_np1212	2960001	2962500	+	2500	3511.50	3600	2477	980.50	636.50	497	625.50	534.50	2274.50
contig_29_np1212:2962501..2965000	contig_29_np1212	2962501	2965000	+	2500	4380	4975.50	1699	867	406	741.50	1625	824.50	2982.50
contig_29_np1212:2965001..2967500	contig_29_np1212	2965001	2967500	+	2500	0	5	0	82	4	261	70	64	52
contig_29_np1212:2967501..2970000	contig_29_np1212	2967501	2970000	+	2500	0	0	0	28	6	80	69.50	74	75
contig_29_np1212:2970001..2972500	contig_29_np1212	2970001	2972500	+	2500	844	458	869.50	938	464.50	1128	1315	563	1140
contig_29_np1212:2972501..2975000	contig_29_np1212	2972501	2975000	+	2500	2855.50	1315.50	2200	2302.50	1191.50	2490.50	3313.25	1616.00	2755.75
contig_29_np1212:2975001..2977500	contig_29_np1212	2975001	2977500	+	2500	2468.50	528.50	1739.50	411.50	203	363.50	314.25	337	609.25
contig_29_np1212:2977501..2980000	contig_29_np1212	2977501	2980000	+	2500	969.50	1174.50	774.50	1939.50	1253.50	971.50	1005.50	510.50	2182
contig_29_np1212:2980001..2982500	contig_29_np1212	2980001	2982500	+	2500	412.50	599.00	597.50	336.50	141	162.50	181.00	140.00	977.50
contig_29_np1212:2982501..2985000	contig_29_np1212	2982501	2985000	+	2500	621.20	895.46	689.58	691.75	342.66	429.83	442.75	549.79	1474.62
contig_29_np1212:2985001..2987500	contig_29_np1212	2985001	2987500	+	2500	316.90	169.33	266	658.50	1048	1087.23	343.33	444.00	917.33
contig_29_np1212:2987501..2990000	contig_29_np1212	2987501	2990000	+	2500	1905.29	457.54	1209.00	1916.25	2121.33	1805.66	744.25	1014.37	1993.87
contig_29_np1212:2990001..2992500	contig_29_np1212	2990001	2992500	+	2500	424.50	851	368.75	595.00	584.50	491.50	328	439.50	1308.50
contig_29_np1212:2992501..2995000	contig_29_np1212	2992501	2995000	+	2500	161	626.50	178	289	524	216.50	134.50	106	781.50
contig_29_np1212:2995001..2997500	contig_29_np1212	2995001	2997500	+	2500	58.50	169	102.25	138	80	123.50	89.50	110	634.50
contig_29_np1212:2997501..3000000	contig_29_np1212	2997501	3000000	+	2500	5233	12057	3196	8069.00	2851	3934.50	13498.50	64559.50	22595.50
contig_29_np1212:3000001..3002500	contig_29_np1212	3000001	3002500	+	2500	163155.00	115846.00	98058.25	6469.50	5250	3599.00	8984.50	5697.00	82691.25
contig_29_np1212:3002501..3005000	contig_29_np1212	3002501	3005000	+	2500	8515.25	1901.50	5055.50	2268.00	704.50	2077.50	4392.00	2277.50	2274.75
contig_29_np1212:3005001..3007500	contig_29_np1212	3005001	3007500	+	2500	17073.25	5862	9315.50	3668	1532	2472.50	4358.50	1603.50	4903.50
contig_29_np1212:3007501..3010000	contig_29_np1212	3007501	3010000	+	2500	3134.00	2026.50	2679.50	1577	1064.50	1305	1975	906.50	1532
contig_29_np1212:3010001..3012500	contig_29_np1212	3010001	3012500	+	2500	44572.00	25824.50	19754.50	1315	754	635	1916.50	860	16975
contig_29_np1212:3012501..3015000	contig_29_np1212	3012501	3015000	+	2500	901.50	378.50	320	128.50	18	34	92.50	16	168
contig_29_np1212:3015001..3017500	contig_29_np1212	3015001	3017500	+	2500	16681.75	1948	8066.50	358.50	110	150.50	314.75	376	4581.50
contig_29_np1212:3017501..3020000	contig_29_np1212	3017501	3020000	+	2500	287.50	598.50	241.25	207.50	212.25	156	259.25	104	750
contig_29_np1212:3020001..3022500	contig_29_np1212	3020001	3022500	+	2500	8502.75	3774	4601.50	487	375.50	586.50	887.50	618	3050.50
contig_29_np1212:3022501..3025000	contig_29_np1212	3022501	3025000	+	2500	4584	2595	2436.25	2026.50	1868.75	1270	1730	1119.50	2426
contig_29_np1212:3025001..3027500	contig_29_np1212	3025001	3027500	+	2500	1084	643.50	966.50	1035.50	802.50	1276.67	1723.50	993.50	1052
contig_29_np1212:3027501..3030000	contig_29_np1212	3027501	3030000	+	2500	1564.50	748	1009.50	3395	5089.50	3796.75	4591.67	3177.50	2293
contig_29_np1212:3030001..3032500	contig_29_np1212	3030001	3032500	+	2500	1672.50	977	1278.50	10436.50	37902	46393.08	28828.17	34636.25	12211
contig_29_np1212:3032501..3035000	contig_29_np1212	3032501	3035000	+	2500	117	64	44	6001.50	10429	19077.50	8755	15952.25	4934.50
contig_29_np1212:3035001..3037500	contig_29_np1212	3035001	3037500	+	2500	222.83	20.00	99.00	1023.50	229.50	452.50	702.50	327.50	176.50
contig_29_np1212:3037501..3040000	contig_29_np1212	3037501	3040000	+	2500	7780.17	10137	13585	8377	10321.50	2747	1590.50	1413	7943.50
contig_29_np1212:3040001..3042500	contig_29_np1212	3040001	3042500	+	2500	3306.00	3830	5887	3719.50	3244	1081	623.58	585.50	3405.50
contig_29_np1212:3042501..3045000	contig_29_np1212	3042501	3045000	+	2500	23	379	10	0	2	26	61.75	23.50	564.50
contig_29_np1212:3045001..3047500	contig_29_np1212	3045001	3047500	+	2500	77	451	51	32	12.50	26	40.83	51.50	496.50
contig_29_np1212:3047501..3050000	contig_29_np1212	3047501	3050000	+	2500	36	44	44.29	72	21.50	10	36	18	74
contig_29_np1212:3050001..3052500	contig_29_np1212	3050001	3052500	+	2500	291	3106	779	2271	9091.50	11932	10084.50	4362.50	5865
contig_29_np1212:3052501..3055000	contig_29_np1212	3052501	3055000	+	2500	262	1928	541.50	1549	4500.50	7196	5905	2723.50	3652
contig_29_np1212:3055001..3057500	contig_29_np1212	3055001	3057500	+	2500	153.50	71	160.50	433	21	208	438.50	129	112.75
contig_29_np1212:3057501..3060000	contig_29_np1212	3057501	3060000	+	2500	9727.00	13672.50	9714.50	128765.00	54248.00	53176.50	124656.00	42355.50	32793.25
contig_29_np1212:3060001..3062500	contig_29_np1212	3060001	3062500	+	2500	1728.50	1820.50	1532.50	19956.75	7979.00	9172.50	19378.00	8461	4980.00
contig_29_np1212:3062501..3065000	contig_29_np1212	3062501	3065000	+	2500	311	423	215	319.75	185	212	383.83	1370	721.50
contig_29_np1212:3065001..3067500	contig_29_np1212	3065001	3067500	+	2500	3274	1283	2289	3434.50	2892	2046.50	4167.17	2092	2579
contig_29_np1212:3067501..3070000	contig_29_np1212	3067501	3070000	+	2500	6736.50	3156.50	5520	3751.50	2842	1593.50	2238.50	1111	3626.50
contig_29_np1212:3070001..3072500	contig_29_np1212	3070001	3072500	+	2500	1962	520	878.50	788	660.50	490	688	513	945
contig_29_np1212:3072501..3075000	contig_29_np1212	3072501	3075000	+	2500	1680.50	725.50	736	3180.50	1133.50	2691.50	3643.25	2179	2322
contig_29_np1212:3075001..3077500	contig_29_np1212	3075001	3077500	+	2500	831	612.50	432	672.50	573.50	378.50	377.50	241.50	642
contig_29_np1212:3077501..3080000	contig_29_np1212	3077501	3080000	+	2500	3212	2625	2588	1374.00	392	1202	2016.00	520.50	2302.50
contig_29_np1212:3080001..3082500	contig_29_np1212	3080001	3082500	+	2500	1856.75	1571.50	689	703.50	2359	243	579.50	240.50	1597.25
contig_29_np1212:3082501..3085000	contig_29_np1212	3082501	3085000	+	2500	3827.50	3765.50	2389.50	3197	2178.50	1966	3387.50	1941	2804.17
contig_29_np1212:3085001..3087500	contig_29_np1212	3085001	3087500	+	2500	222269.00	163262.50	254885.00	5766	2629.17	5451.75	13843.25	4714	103842.08
contig_29_np1212:3087501..3090000	contig_29_np1212	3087501	3090000	+	2500	344.66	484.55	279.60	572.99	176.76	346.34	435.33	241.79	755.10
contig_29_np1212:3090001..3092500	contig_29_np1212	3090001	3092500	+	2500	2172.50	668	2091	222324.00	323023.67	131863.67	229002.04	160216.00	12390.67
contig_29_np1212:3092501..3095000	contig_29_np1212	3092501	3095000	+	2500	32362.50	9482.50	26073	11408.50	14663.75	7189.17	7213.21	5363.50	10154.33
contig_29_np1212:3095001..3097500	contig_29_np1212	3095001	3097500	+	2500	2019.50	3262.50	2669.50	6364.50	9121.75	7832.67	6363.50	3614.50	4336
contig_29_np1212:3097501..3100000	contig_29_np1212	3097501	3100000	+	2500	668	1544.50	500	990	1356.25	1013	748.50	527	2487
contig_29_np1212:3100001..3102500	contig_29_np1212	3100001	3102500	+	2500	1135	590.50	766.50	668.50	399.50	549	793.50	533.67	937
contig_29_np1212:3102501..3105000	contig_29_np1212	3102501	3105000	+	2500	125.64	880.27	662.99	34.52	211.15	431.54	81.51	148.70	1309.59
contig_29_np1212:3105001..3107500	contig_29_np1212	3105001	3107500	+	2500	27.91	1129.67	606.67	34.99	369.60	675.74	137.69	275.61	2108.16
contig_29_np1212:3107501..3110000	contig_29_np1212	3107501	3110000	+	2500	490	1857	1013	1113	2269.50	3201	992.50	698	4705.50
contig_29_np1212:3110001..3112500	contig_29_np1212	3110001	3112500	+	2500	1629.50	3645	2221	2582.00	5131.50	5885	2616	4142	11140.90
contig_29_np1212:3112501..3115000	contig_29_np1212	3112501	3115000	+	2500	1561	4886.50	2203.50	798.50	350	693.50	792	1139	4703
contig_29_np1212:3115001..3117500	contig_29_np1212	3115001	3117500	+	2500	2167.50	2277.50	2868.50	246	65	113.50	248.50	197	1442
contig_29_np1212:3117501..3120000	contig_29_np1212	3117501	3120000	+	2500	0.50	50	4	4	4	8	0	12	96
contig_29_np1212:3120001..3122500	contig_29_np1212	3120001	3122500	+	2500	2.99	8.10	2.50	9.87	11.04	29.90	6.97	22.83	62.04
contig_29_np1212:3122501..3125000	contig_29_np1212	3122501	3125000	+	2500	52	12	72	164	12	130	252	196	173
contig_29_np1212:3125001..3127500	contig_29_np1212	3125001	3127500	+	2500	34.50	75.50	65.50	338.50	85	334.50	419	349	407.50
contig_29_np1212:3127501..3130000	contig_29_np1212	3127501	3130000	+	2500	272	492	286	1212	581.50	1204	1348.50	1006	1699.50
contig_29_np1212:3130001..3132500	contig_29_np1212	3130001	3132500	+	2500	46.50	337	64.50	441	396	483	293.50	287.50	930
contig_29_np1212:3132501..3135000	contig_29_np1212	3132501	3135000	+	2500	12.91	85.46	16.74	52.68	106.50	112.10	80.11	32.53	243.54
contig_29_np1212:3135001..3137500	contig_29_np1212	3135001	3137500	+	2500	8.50	68.50	39.52	44.50	53	64.87	30.72	23.50	121
contig_29_np1212:3137501..3140000	contig_29_np1212	3137501	3140000	+	2500	978	9882.50	5605	1267	1167	1728.33	700	1657	7727
contig_29_np1212:3140001..3142500	contig_29_np1212	3140001	3142500	+	2500	373.50	61	100.50	3892.75	1436.50	3232.50	1668.50	4093	505
contig_29_np1212:3142501..3145000	contig_29_np1212	3142501	3145000	+	2500	401	165.50	227.50	3096.25	29815.50	6292	1847.75	7866	3025
contig_29_np1212:3145001..3147500	contig_29_np1212	3145001	3147500	+	2500	42103.50	719.50	11259	28819.75	105518.75	20814.50	16594.50	25517	5261
contig_29_np1212:3147501..3150000	contig_29_np1212	3147501	3150000	+	2500	4819.50	42	843.50	42593.25	14669.75	13155	19526.25	40728	1987
contig_29_np1212:3150001..3152500	contig_29_np1212	3150001	3152500	+	2500	82.83	112	86.83	5111	4159.50	4431.50	2650	5477	6303.50
contig_29_np1212:3152501..3155000	contig_29_np1212	3152501	3155000	+	2500	867.84	300.68	753.20	7390.59	7125.31	6000.14	4495.81	7880.96	7345.05
contig_29_np1212:3155001..3157500	contig_29_np1212	3155001	3157500	+	2500	414.74	69.85	432.72	168.76	108.04	108.96	82.75	96.30	124.10
contig_29_np1212:3157501..3160000	contig_29_np1212	3157501	3160000	+	2500	662	206.75	332.61	444	216	474	857.50	292.50	501
contig_29_np1212:3160001..3162500	contig_29_np1212	3160001	3162500	+	2500	9743.50	2493.50	3893	5078	6695	3240.50	5271	3113	4496.50
contig_29_np1212:3162501..3165000	contig_29_np1212	3162501	3165000	+	2500	4327.50	1487.75	1454.50	1843.50	2152.50	786.50	880	768	2175.50
contig_29_np1212:3165001..3167500	contig_29_np1212	3165001	3167500	+	2500	2	0	0	4	1	2	2	6	2
contig_29_np1212:3167501..3170000	contig_29_np1212	3167501	3170000	+	2500	0	0	0	1.50	0	10.00	2	6	3.00
contig_29_np1212:3170001..3172500	contig_29_np1212	3170001	3172500	+	2500	0	2	0	0	0	0	0	0	4
contig_29_np1212:3172501..3175000	contig_29_np1212	3172501	3175000	+	2500	0	2	0	0.50	0	2.00	0	0	1.00
contig_29_np1212:3175001..3177500	contig_29_np1212	3175001	3177500	+	2500	18.29	22	18	6.25	0	2	2	2	16.44
contig_29_np1212:3177501..3180000	contig_29_np1212	3177501	3180000	+	2500	108	214.50	265.50	2777	2980.50	2075.50	1044.50	2785	920.50
contig_29_np1212:3180001..3182500	contig_29_np1212	3180001	3182500	+	2500	260	499.50	590	7300.25	8809.50	4908.50	3505.50	7395	2033.50
contig_29_np1212:3182501..3185000	contig_29_np1212	3182501	3185000	+	2500	0	0	5	4.50	7	5.50	17	15	0
contig_29_np1212:3185001..3187500	contig_29_np1212	3185001	3187500	+	2500	0	0	1	20.50	3	8	31.50	8	0
contig_29_np1212:3187501..3190000	contig_29_np1212	3187501	3190000	+	2500	0	0	0	33.50	2	8.50	31.50	12	2
contig_29_np1212:3190001..3192500	contig_29_np1212	3190001	3192500	+	2500	1	0	0	5	2	10	0	7	0
contig_29_np1212:3192501..3195000	contig_29_np1212	3192501	3195000	+	2500	154	496	174	52.50	34	32	46	13.50	278
contig_29_np1212:3195001..3197500	contig_29_np1212	3195001	3197500	+	2500	1168	814	936	499.50	254	590	328	440.50	482
contig_29_np1212:3197501..3200000	contig_29_np1212	3197501	3200000	+	2500	83	622	128	466	632.50	512	342	192.50	1060
contig_29_np1212:3200001..3202500	contig_29_np1212	3200001	3202500	+	2500	4063.75	5513.50	5085.50	2738	2559.50	2637.50	5230.50	4049.50	7722
contig_29_np1212:3202501..3205000	contig_29_np1212	3202501	3205000	+	2500	1945.50	3860.50	3301.00	601.00	337	1270	3319	2686	5975.50
contig_29_np1212:3205001..3207500	contig_29_np1212	3205001	3207500	+	2500	9466.75	4292.00	3776.50	4000.17	2785	1217	2985	1222	6827.83
contig_29_np1212:3207501..3210000	contig_29_np1212	3207501	3210000	+	2500	1389	5253.00	1354.50	4174	5950	1375.50	2625	1110.50	11379.50
contig_29_np1212:3210001..3212500	contig_29_np1212	3210001	3212500	+	2500	37	35	31.50	69.50	77	24	31.50	17.50	92.17
contig_29_np1212:3212501..3215000	contig_29_np1212	3212501	3215000	+	2500	5020	428	2272.00	9664.00	18350.00	6122	11061.00	7834.00	3250
contig_29_np1212:3215001..3217500	contig_29_np1212	3215001	3217500	+	2500	0.67	0	0	0	0	0.90	1.67	1.24	4.24
contig_29_np1212:3217501..3220000	contig_29_np1212	3217501	3220000	+	2500	2.26	0.40	0	18	29	19	9	10	57.47
contig_29_np1212:3220001..3222500	contig_29_np1212	3220001	3222500	+	2500	0	2	0	22	21	23	26	8	48.50
contig_29_np1212:3222501..3225000	contig_29_np1212	3222501	3225000	+	2500	295	725.42	175	245.58	733.75	1040.83	325.50	693.17	1437.45
contig_29_np1212:3225001..3227500	contig_29_np1212	3225001	3227500	+	2500	7	345.58	83	28.75	261.25	727.17	183	418.50	1553.50
contig_29_np1212:3227501..3230000	contig_29_np1212	3227501	3230000	+	2500	6	85	111	185	656	759.17	207	188	448
contig_29_np1212:3230001..3232500	contig_29_np1212	3230001	3232500	+	2500	0.67	5.67	2	3.00	1	44.64	10.53	11.70	34.64
contig_29_np1212:3232501..3235000	contig_29_np1212	3232501	3235000	+	2500	1.07	0	2	8	0	2	1	0	21.89
contig_29_np1212:3235001..3237500	contig_29_np1212	3235001	3237500	+	2500	0	0	0	0	0	6	0	0	1
contig_29_np1212:3237501..3240000	contig_29_np1212	3237501	3240000	+	2500	412.26	1485.40	379.50	89.50	40	63	117.50	32	2451.13
contig_29_np1212:3240001..3242500	contig_29_np1212	3240001	3242500	+	2500	72381.75	21104.75	46425.50	1910	1671	658	2326.50	1122.50	13120
contig_29_np1212:3242501..3245000	contig_29_np1212	3242501	3245000	+	2500	10900.25	3494.25	6828.00	3830.50	1159.50	892	2246	1705	2469.50
contig_29_np1212:3245001..3247500	contig_29_np1212	3245001	3247500	+	2500	471.50	94	320	1442.50	280.50	326	815.50	516.50	285.50
contig_29_np1212:3247501..3250000	contig_29_np1212	3247501	3250000	+	2500	2.50	28.35	4.00	63.50	20.00	11.00	43	24.00	115.62
contig_29_np1212:3250001..3252500	contig_29_np1212	3250001	3252500	+	2500	44	292	116	47	34	50	35.50	28.00	649.75
contig_29_np1212:3252501..3255000	contig_29_np1212	3252501	3255000	+	2500	134.12	431.85	299.00	110.00	27.00	102.00	76.25	70.00	548.20
contig_29_np1212:3255001..3257500	contig_29_np1212	3255001	3257500	+	2500	126	222	256	112.25	47	114	154.50	50	108
contig_29_np1212:3257501..3260000	contig_29_np1212	3257501	3260000	+	2500	29205.42	22057.50	29682.75	22260.25	29836.50	12083	23017.25	10117	26577.42
contig_29_np1212:3260001..3262500	contig_29_np1212	3260001	3262500	+	2500	430.92	92	135	1138.50	646	1352	864	1997	418.42
contig_29_np1212:3262501..3265000	contig_29_np1212	3262501	3265000	+	2500	18.67	77	44.25	56.50	629.50	114	20	22	247.67
contig_29_np1212:3265001..3267500	contig_29_np1212	3265001	3267500	+	2500	240.67	633.67	545	82.50	22	15	45	18	345.50
contig_29_np1212:3267501..3270000	contig_29_np1212	3267501	3270000	+	2500	7278	1541.33	3801.50	6818.00	8394	3102.56	2802	6407.50	2292.72
contig_29_np1212:3270001..3272500	contig_29_np1212	3270001	3272500	+	2500	17	9.50	10.50	22.50	16	27.50	36	13.50	64.50
contig_29_np1212:3272501..3275000	contig_29_np1212	3272501	3275000	+	2500	59	638	197.50	587	2784	3240.50	784.50	2190	3057.50
contig_29_np1212:3275001..3277500	contig_29_np1212	3275001	3277500	+	2500	1430	3612	1250.50	6361.50	20684.00	22623	8706.50	14154.50	17288.00
contig_29_np1212:3277501..3280000	contig_29_np1212	3277501	3280000	+	2500	3714	2619.50	2914	1771	368	1074	2600	1028	1694
contig_29_np1212:3280001..3282500	contig_29_np1212	3280001	3282500	+	2500	744	321	770	182	136	72	70	36	338
contig_29_np1212:3282501..3285000	contig_29_np1212	3282501	3285000	+	2500	138	14	22	1189	350	266	432	506	480
contig_29_np1212:3285001..3287500	contig_29_np1212	3285001	3287500	+	2500	3380.50	36316.17	27116.50	2095.50	55592.50	4018.00	4969.08	4652	34582.17
contig_29_np1212:3287501..3290000	contig_29_np1212	3287501	3290000	+	2500	895.50	14276.50	9902	966.50	17464.50	2630.17	2262.50	2273.22	15165.67
contig_29_np1212:3290001..3292500	contig_29_np1212	3290001	3292500	+	2500	204	1089.33	553.00	238	1102	1975.97	649.42	847.25	2207.83
contig_29_np1212:3292501..3295000	contig_29_np1212	3292501	3295000	+	2500	130	332	114	202	30	194.00	169.00	78.50	574.00
contig_29_np1212:3295001..3297500	contig_29_np1212	3295001	3297500	+	2500	185	357	146	1922.50	35.50	86.50	247.50	1306	242
contig_29_np1212:3297501..3300000	contig_29_np1212	3297501	3300000	+	2500	889.50	2191	629	274	878	237.50	368	192.50	1339
contig_29_np1212:3300001..3302500	contig_29_np1212	3300001	3302500	+	2500	51.50	876.50	173	1074	2678	1985	739	1055.50	5353.50
contig_29_np1212:3302501..3305000	contig_29_np1212	3302501	3305000	+	2500	6	323	49	271	1259	537.50	116.50	193	1807.50
contig_29_np1212:3305001..3307500	contig_29_np1212	3305001	3307500	+	2500	36	112.50	40.50	212.50	943	253.50	49	84.50	713
contig_29_np1212:3307501..3310000	contig_29_np1212	3307501	3310000	+	2500	42	66.50	49.50	66	89.50	82	38	45	146.50
contig_29_np1212:3310001..3312500	contig_29_np1212	3310001	3312500	+	2500	71	1394	341	1143	1017.50	1491	680.50	729	2870.25
contig_29_np1212:3312501..3315000	contig_29_np1212	3312501	3315000	+	2500	1629.79	2886	1860.11	3647	5435.50	3377.30	2142.83	1886.50	5672.57
contig_29_np1212:3315001..3317500	contig_29_np1212	3315001	3317500	+	2500	7887.75	155344.25	256496.25	1813.50	5869	6088.25	6464	4386.50	125445.00
contig_29_np1212:3317501..3320000	contig_29_np1212	3317501	3320000	+	2500	13241.75	3050	8199.50	1110.50	1036	563	1206	1181.00	8874.43
contig_29_np1212:3320001..3322500	contig_29_np1212	3320001	3322500	+	2500	18262.50	3400.75	6112.75	28573.50	15277.50	14868	30311.50	20964.50	8734.75
contig_29_np1212:3322501..3325000	contig_29_np1212	3322501	3325000	+	2500	7898.50	2285	3955.50	16321.75	12079	9757.75	15189.00	10656.50	11624
contig_29_np1212:3325001..3327500	contig_29_np1212	3325001	3327500	+	2500	457.50	1559.50	2435.50	5704.25	10731.50	5193.50	3567.33	3429	11443
contig_29_np1212:3327501..3330000	contig_29_np1212	3327501	3330000	+	2500	828.17	2393.62	1169.74	6596.73	4279.22	5221.80	6806.83	3072	5697.83
contig_29_np1212:3330001..3332500	contig_29_np1212	3330001	3332500	+	2500	114	70	59	113.50	21	47.50	36	11.50	72
contig_29_np1212:3332501..3335000	contig_29_np1212	3332501	3335000	+	2500	134	5	108	31	0	14	27	94	26
contig_29_np1212:3335001..3337500	contig_29_np1212	3335001	3337500	+	2500	619.50	194	503	128	19	46	256.50	320	202
contig_29_np1212:3337501..3340000	contig_29_np1212	3337501	3340000	+	2500	492.50	265	729	59.50	9	19	301.50	78	138.50
contig_29_np1212:3340001..3342500	contig_29_np1212	3340001	3342500	+	2500	7	20	20	17	6	16	30.50	7	65.50
contig_29_np1212:3342501..3345000	contig_29_np1212	3342501	3345000	+	2500	7085	309.50	2451	15887.50	4154.00	4160.75	6717.50	8541.17	2629.50
contig_29_np1212:3345001..3347500	contig_29_np1212	3345001	3347500	+	2500	31607.50	14799	25097.00	1896.25	334.50	333.12	1292.50	622.61	4008.50
contig_29_np1212:3347501..3350000	contig_29_np1212	3347501	3350000	+	2500	1473	588	1140.50	520.75	90	256.12	443	384.11	415.50
