# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_gDNA_illumina.txt" "minimap_align_illumina_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	minimap_align_illumina_sort.bam
contig_29_np1212:3627501..3630000	contig_29_np1212	3627501	3630000	+	2500	6645
contig_29_np1212:3630001..3632500	contig_29_np1212	3630001	3632500	+	2500	7516
contig_29_np1212:3632501..3635000	contig_29_np1212	3632501	3635000	+	2500	7204.50
contig_29_np1212:3635001..3637500	contig_29_np1212	3635001	3637500	+	2500	7371.50
contig_29_np1212:3637501..3640000	contig_29_np1212	3637501	3640000	+	2500	7300
contig_29_np1212:3640001..3642500	contig_29_np1212	3640001	3642500	+	2500	6397
contig_29_np1212:3642501..3645000	contig_29_np1212	3642501	3645000	+	2500	7079.50
contig_29_np1212:3645001..3647500	contig_29_np1212	3645001	3647500	+	2500	5623.50
contig_29_np1212:3647501..3650000	contig_29_np1212	3647501	3650000	+	2500	7306.50
contig_29_np1212:3650001..3652500	contig_29_np1212	3650001	3652500	+	2500	7506
contig_29_np1212:3652501..3655000	contig_29_np1212	3652501	3655000	+	2500	7155
contig_29_np1212:3655001..3657500	contig_29_np1212	3655001	3657500	+	2500	7321
contig_29_np1212:3657501..3660000	contig_29_np1212	3657501	3660000	+	2500	6886
contig_29_np1212:3660001..3662500	contig_29_np1212	3660001	3662500	+	2500	7182
contig_29_np1212:3662501..3665000	contig_29_np1212	3662501	3665000	+	2500	6080.50
contig_29_np1212:3665001..3667500	contig_29_np1212	3665001	3667500	+	2500	6127
contig_29_np1212:3667501..3670000	contig_29_np1212	3667501	3670000	+	2500	5085.50
contig_29_np1212:3670001..3672500	contig_29_np1212	3670001	3672500	+	2500	7251
contig_29_np1212:3672501..3675000	contig_29_np1212	3672501	3675000	+	2500	7319.50
contig_29_np1212:3675001..3677500	contig_29_np1212	3675001	3677500	+	2500	7475
contig_29_np1212:3677501..3680000	contig_29_np1212	3677501	3680000	+	2500	7351.50
contig_29_np1212:3680001..3682500	contig_29_np1212	3680001	3682500	+	2500	7171.50
contig_29_np1212:3682501..3685000	contig_29_np1212	3682501	3685000	+	2500	7431
contig_29_np1212:3685001..3687500	contig_29_np1212	3685001	3687500	+	2500	6992.50
contig_29_np1212:3687501..3690000	contig_29_np1212	3687501	3690000	+	2500	7297.50
contig_29_np1212:3690001..3692500	contig_29_np1212	3690001	3692500	+	2500	7033
contig_29_np1212:3692501..3695000	contig_29_np1212	3692501	3695000	+	2500	7103.50
contig_29_np1212:3695001..3697500	contig_29_np1212	3695001	3697500	+	2500	8081
contig_29_np1212:3697501..3700000	contig_29_np1212	3697501	3700000	+	2500	6982
contig_29_np1212:3700001..3702500	contig_29_np1212	3700001	3702500	+	2500	7331
contig_29_np1212:3702501..3705000	contig_29_np1212	3702501	3705000	+	2500	7543.50
contig_29_np1212:3705001..3707500	contig_29_np1212	3705001	3707500	+	2500	7890
contig_29_np1212:3707501..3710000	contig_29_np1212	3707501	3710000	+	2500	7398.50
contig_29_np1212:3710001..3712500	contig_29_np1212	3710001	3712500	+	2500	6459
contig_29_np1212:3712501..3715000	contig_29_np1212	3712501	3715000	+	2500	7216
contig_29_np1212:3715001..3717500	contig_29_np1212	3715001	3717500	+	2500	7561
contig_29_np1212:3717501..3720000	contig_29_np1212	3717501	3720000	+	2500	7343
contig_29_np1212:3720001..3722500	contig_29_np1212	3720001	3722500	+	2500	7356
contig_29_np1212:3722501..3725000	contig_29_np1212	3722501	3725000	+	2500	6442
contig_29_np1212:3725001..3727500	contig_29_np1212	3725001	3727500	+	2500	7123
contig_29_np1212:3727501..3730000	contig_29_np1212	3727501	3730000	+	2500	6827
contig_29_np1212:3730001..3732500	contig_29_np1212	3730001	3732500	+	2500	7161
contig_29_np1212:3732501..3735000	contig_29_np1212	3732501	3735000	+	2500	7567
contig_29_np1212:3735001..3737500	contig_29_np1212	3735001	3737500	+	2500	7788
contig_29_np1212:3737501..3740000	contig_29_np1212	3737501	3740000	+	2500	7253.50
contig_29_np1212:3740001..3742500	contig_29_np1212	3740001	3742500	+	2500	7934.50
contig_29_np1212:3742501..3745000	contig_29_np1212	3742501	3745000	+	2500	7186
contig_29_np1212:3745001..3747500	contig_29_np1212	3745001	3747500	+	2500	7948.50
contig_29_np1212:3747501..3750000	contig_29_np1212	3747501	3750000	+	2500	6335
contig_29_np1212:3750001..3752500	contig_29_np1212	3750001	3752500	+	2500	7547
contig_29_np1212:3752501..3755000	contig_29_np1212	3752501	3755000	+	2500	6934.50
contig_29_np1212:3755001..3757500	contig_29_np1212	3755001	3757500	+	2500	7016
contig_29_np1212:3757501..3760000	contig_29_np1212	3757501	3760000	+	2500	6986
contig_29_np1212:3760001..3762500	contig_29_np1212	3760001	3762500	+	2500	6840
contig_29_np1212:3762501..3765000	contig_29_np1212	3762501	3765000	+	2500	7577.50
contig_29_np1212:3765001..3767500	contig_29_np1212	3765001	3767500	+	2500	7113.50
contig_29_np1212:3767501..3770000	contig_29_np1212	3767501	3770000	+	2500	7527
contig_29_np1212:3770001..3772500	contig_29_np1212	3770001	3772500	+	2500	7622
contig_29_np1212:3772501..3775000	contig_29_np1212	3772501	3775000	+	2500	6856
contig_29_np1212:3775001..3777500	contig_29_np1212	3775001	3777500	+	2500	7194.50
contig_29_np1212:3777501..3780000	contig_29_np1212	3777501	3780000	+	2500	7360.50
contig_29_np1212:3780001..3782500	contig_29_np1212	3780001	3782500	+	2500	7623
contig_29_np1212:3782501..3785000	contig_29_np1212	3782501	3785000	+	2500	7431
contig_29_np1212:3785001..3787500	contig_29_np1212	3785001	3787500	+	2500	7499
contig_29_np1212:3787501..3790000	contig_29_np1212	3787501	3790000	+	2500	6665
contig_29_np1212:3790001..3792500	contig_29_np1212	3790001	3792500	+	2500	7038
contig_29_np1212:3792501..3795000	contig_29_np1212	3792501	3795000	+	2500	6936
contig_29_np1212:3795001..3797500	contig_29_np1212	3795001	3797500	+	2500	7096
contig_29_np1212:3797501..3800000	contig_29_np1212	3797501	3800000	+	2500	6973.50
contig_29_np1212:3800001..3802500	contig_29_np1212	3800001	3802500	+	2500	7425.50
contig_29_np1212:3802501..3805000	contig_29_np1212	3802501	3805000	+	2500	7637
contig_29_np1212:3805001..3807500	contig_29_np1212	3805001	3807500	+	2500	7182
contig_29_np1212:3807501..3810000	contig_29_np1212	3807501	3810000	+	2500	7193.50
contig_29_np1212:3810001..3812500	contig_29_np1212	3810001	3812500	+	2500	7093.50
contig_29_np1212:3812501..3815000	contig_29_np1212	3812501	3815000	+	2500	6958.50
contig_29_np1212:3815001..3817500	contig_29_np1212	3815001	3817500	+	2500	7454
contig_29_np1212:3817501..3820000	contig_29_np1212	3817501	3820000	+	2500	7138.50
contig_29_np1212:3820001..3822500	contig_29_np1212	3820001	3822500	+	2500	7434
contig_29_np1212:3822501..3825000	contig_29_np1212	3822501	3825000	+	2500	7179
contig_29_np1212:3825001..3827500	contig_29_np1212	3825001	3827500	+	2500	7363.50
contig_29_np1212:3827501..3830000	contig_29_np1212	3827501	3830000	+	2500	7562
contig_29_np1212:3830001..3832500	contig_29_np1212	3830001	3832500	+	2500	6950
contig_29_np1212:3832501..3835000	contig_29_np1212	3832501	3835000	+	2500	7529
contig_29_np1212:3835001..3837500	contig_29_np1212	3835001	3837500	+	2500	6758
contig_29_np1212:3837501..3840000	contig_29_np1212	3837501	3840000	+	2500	7110
contig_29_np1212:3840001..3842500	contig_29_np1212	3840001	3842500	+	2500	7057
contig_29_np1212:3842501..3845000	contig_29_np1212	3842501	3845000	+	2500	7963
contig_29_np1212:3845001..3847500	contig_29_np1212	3845001	3847500	+	2500	7250
contig_29_np1212:3847501..3850000	contig_29_np1212	3847501	3850000	+	2500	5084.50
contig_29_np1212:3850001..3852500	contig_29_np1212	3850001	3852500	+	2500	7579.50
contig_29_np1212:3852501..3855000	contig_29_np1212	3852501	3855000	+	2500	8350
contig_29_np1212:3855001..3857500	contig_29_np1212	3855001	3857500	+	2500	6518
contig_29_np1212:3857501..3860000	contig_29_np1212	3857501	3860000	+	2500	7011.50
contig_29_np1212:3860001..3862500	contig_29_np1212	3860001	3862500	+	2500	7479.50
contig_29_np1212:3862501..3865000	contig_29_np1212	3862501	3865000	+	2500	7415.50
contig_29_np1212:3865001..3867500	contig_29_np1212	3865001	3867500	+	2500	7216
contig_29_np1212:3867501..3870000	contig_29_np1212	3867501	3870000	+	2500	7108
contig_29_np1212:3870001..3872500	contig_29_np1212	3870001	3872500	+	2500	6876.50
contig_29_np1212:3872501..3875000	contig_29_np1212	3872501	3875000	+	2500	7198
contig_29_np1212:3875001..3877500	contig_29_np1212	3875001	3877500	+	2500	6962.50
contig_29_np1212:3877501..3880000	contig_29_np1212	3877501	3880000	+	2500	6284.50
contig_29_np1212:3880001..3882500	contig_29_np1212	3880001	3882500	+	2500	7007.50
contig_29_np1212:3882501..3885000	contig_29_np1212	3882501	3885000	+	2500	7305.50
contig_29_np1212:3885001..3887500	contig_29_np1212	3885001	3887500	+	2500	6750
contig_29_np1212:3887501..3890000	contig_29_np1212	3887501	3890000	+	2500	7210
contig_29_np1212:3890001..3892500	contig_29_np1212	3890001	3892500	+	2500	7554
contig_29_np1212:3892501..3895000	contig_29_np1212	3892501	3895000	+	2500	7280.50
contig_29_np1212:3895001..3897500	contig_29_np1212	3895001	3897500	+	2500	7053
contig_29_np1212:3897501..3900000	contig_29_np1212	3897501	3900000	+	2500	5766.50
contig_29_np1212:3900001..3902500	contig_29_np1212	3900001	3902500	+	2500	7379.50
contig_29_np1212:3902501..3905000	contig_29_np1212	3902501	3905000	+	2500	7535.50
contig_29_np1212:3905001..3907500	contig_29_np1212	3905001	3907500	+	2500	7577
contig_29_np1212:3907501..3910000	contig_29_np1212	3907501	3910000	+	2500	7052
contig_29_np1212:3910001..3912500	contig_29_np1212	3910001	3912500	+	2500	7534
contig_29_np1212:3912501..3915000	contig_29_np1212	3912501	3915000	+	2500	7323
contig_29_np1212:3915001..3917500	contig_29_np1212	3915001	3917500	+	2500	7236
contig_29_np1212:3917501..3920000	contig_29_np1212	3917501	3920000	+	2500	7264.50
contig_29_np1212:3920001..3922500	contig_29_np1212	3920001	3922500	+	2500	7272.50
contig_29_np1212:3922501..3925000	contig_29_np1212	3922501	3925000	+	2500	7133.50
contig_29_np1212:3925001..3927500	contig_29_np1212	3925001	3927500	+	2500	7056.50
contig_29_np1212:3927501..3930000	contig_29_np1212	3927501	3930000	+	2500	6839.50
contig_29_np1212:3930001..3932500	contig_29_np1212	3930001	3932500	+	2500	7559.50
contig_29_np1212:3932501..3935000	contig_29_np1212	3932501	3935000	+	2500	7391
contig_29_np1212:3935001..3937500	contig_29_np1212	3935001	3937500	+	2500	7502
contig_29_np1212:3937501..3940000	contig_29_np1212	3937501	3940000	+	2500	7372.50
contig_29_np1212:3940001..3942500	contig_29_np1212	3940001	3942500	+	2500	7278.50
contig_29_np1212:3942501..3945000	contig_29_np1212	3942501	3945000	+	2500	7307
contig_29_np1212:3945001..3947500	contig_29_np1212	3945001	3947500	+	2500	7500
contig_29_np1212:3947501..3950000	contig_29_np1212	3947501	3950000	+	2500	7270
contig_29_np1212:3950001..3952500	contig_29_np1212	3950001	3952500	+	2500	7669
contig_29_np1212:3952501..3955000	contig_29_np1212	3952501	3955000	+	2500	8025.50
contig_29_np1212:3955001..3957500	contig_29_np1212	3955001	3957500	+	2500	7804.50
contig_29_np1212:3957501..3960000	contig_29_np1212	3957501	3960000	+	2500	6229
contig_29_np1212:3960001..3962500	contig_29_np1212	3960001	3962500	+	2500	7146.50
contig_29_np1212:3962501..3965000	contig_29_np1212	3962501	3965000	+	2500	8001.50
contig_29_np1212:3965001..3967500	contig_29_np1212	3965001	3967500	+	2500	7352.50
contig_29_np1212:3967501..3970000	contig_29_np1212	3967501	3970000	+	2500	7295
contig_29_np1212:3970001..3972500	contig_29_np1212	3970001	3972500	+	2500	7665.50
contig_29_np1212:3972501..3975000	contig_29_np1212	3972501	3975000	+	2500	7206
contig_29_np1212:3975001..3977500	contig_29_np1212	3975001	3977500	+	2500	5979.50
contig_29_np1212:3977501..3980000	contig_29_np1212	3977501	3980000	+	2500	6492
contig_29_np1212:3980001..3982500	contig_29_np1212	3980001	3982500	+	2500	7291
contig_29_np1212:3982501..3985000	contig_29_np1212	3982501	3985000	+	2500	5609.50
contig_29_np1212:3985001..3987500	contig_29_np1212	3985001	3987500	+	2500	6495.50
contig_29_np1212:3987501..3990000	contig_29_np1212	3987501	3990000	+	2500	7075.50
contig_29_np1212:3990001..3992500	contig_29_np1212	3990001	3992500	+	2500	7250
contig_29_np1212:3992501..3995000	contig_29_np1212	3992501	3995000	+	2500	7004.50
contig_29_np1212:3995001..3997500	contig_29_np1212	3995001	3997500	+	2500	7824
contig_29_np1212:3997501..4000000	contig_29_np1212	3997501	4000000	+	2500	7582.50
contig_29_np1212:4000001..4002500	contig_29_np1212	4000001	4002500	+	2500	7140
contig_29_np1212:4002501..4005000	contig_29_np1212	4002501	4005000	+	2500	7356
contig_29_np1212:4005001..4007500	contig_29_np1212	4005001	4007500	+	2500	7770.50
contig_29_np1212:4007501..4010000	contig_29_np1212	4007501	4010000	+	2500	7260
contig_29_np1212:4010001..4012500	contig_29_np1212	4010001	4012500	+	2500	6955.50
contig_29_np1212:4012501..4015000	contig_29_np1212	4012501	4015000	+	2500	7143
contig_29_np1212:4015001..4017500	contig_29_np1212	4015001	4017500	+	2500	6917.50
contig_29_np1212:4017501..4020000	contig_29_np1212	4017501	4020000	+	2500	7318.50
contig_29_np1212:4020001..4022500	contig_29_np1212	4020001	4022500	+	2500	7346
contig_29_np1212:4022501..4025000	contig_29_np1212	4022501	4025000	+	2500	7981
contig_29_np1212:4025001..4027500	contig_29_np1212	4025001	4027500	+	2500	7656.50
contig_29_np1212:4027501..4030000	contig_29_np1212	4027501	4030000	+	2500	7143.50
contig_29_np1212:4030001..4032500	contig_29_np1212	4030001	4032500	+	2500	7234.50
contig_29_np1212:4032501..4035000	contig_29_np1212	4032501	4035000	+	2500	7302.50
contig_29_np1212:4035001..4037500	contig_29_np1212	4035001	4037500	+	2500	6719
contig_29_np1212:4037501..4040000	contig_29_np1212	4037501	4040000	+	2500	7023.50
contig_29_np1212:4040001..4042500	contig_29_np1212	4040001	4042500	+	2500	7124
contig_29_np1212:4042501..4045000	contig_29_np1212	4042501	4045000	+	2500	7572.50
contig_29_np1212:4045001..4047500	contig_29_np1212	4045001	4047500	+	2500	7117
contig_29_np1212:4047501..4050000	contig_29_np1212	4047501	4050000	+	2500	7551.50
contig_29_np1212:4050001..4052500	contig_29_np1212	4050001	4052500	+	2500	7458.50
contig_29_np1212:4052501..4055000	contig_29_np1212	4052501	4055000	+	2500	7302.50
contig_29_np1212:4055001..4057500	contig_29_np1212	4055001	4057500	+	2500	7789.50
contig_29_np1212:4057501..4060000	contig_29_np1212	4057501	4060000	+	2500	7392
contig_29_np1212:4060001..4062500	contig_29_np1212	4060001	4062500	+	2500	7116
contig_29_np1212:4062501..4065000	contig_29_np1212	4062501	4065000	+	2500	5990.50
contig_29_np1212:4065001..4067500	contig_29_np1212	4065001	4067500	+	2500	6678
contig_29_np1212:4067501..4070000	contig_29_np1212	4067501	4070000	+	2500	7480.50
contig_29_np1212:4070001..4072500	contig_29_np1212	4070001	4072500	+	2500	7101.50
contig_29_np1212:4072501..4075000	contig_29_np1212	4072501	4075000	+	2500	7925
contig_29_np1212:4075001..4077500	contig_29_np1212	4075001	4077500	+	2500	6877.50
contig_29_np1212:4077501..4080000	contig_29_np1212	4077501	4080000	+	2500	7484.50
contig_29_np1212:4080001..4082500	contig_29_np1212	4080001	4082500	+	2500	7610.50
contig_29_np1212:4082501..4085000	contig_29_np1212	4082501	4085000	+	2500	7518
contig_29_np1212:4085001..4087500	contig_29_np1212	4085001	4087500	+	2500	7376
contig_29_np1212:4087501..4090000	contig_29_np1212	4087501	4090000	+	2500	7350.50
contig_29_np1212:4090001..4092500	contig_29_np1212	4090001	4092500	+	2500	6816
contig_29_np1212:4092501..4095000	contig_29_np1212	4092501	4095000	+	2500	6647
contig_29_np1212:4095001..4097500	contig_29_np1212	4095001	4097500	+	2500	7559
contig_29_np1212:4097501..4100000	contig_29_np1212	4097501	4100000	+	2500	6959
contig_29_np1212:4100001..4102500	contig_29_np1212	4100001	4102500	+	2500	7106.50
contig_29_np1212:4102501..4105000	contig_29_np1212	4102501	4105000	+	2500	7317
contig_29_np1212:4105001..4107500	contig_29_np1212	4105001	4107500	+	2500	7563
contig_29_np1212:4107501..4110000	contig_29_np1212	4107501	4110000	+	2500	7631.50
contig_29_np1212:4110001..4112500	contig_29_np1212	4110001	4112500	+	2500	7535.50
contig_29_np1212:4112501..4115000	contig_29_np1212	4112501	4115000	+	2500	7353
contig_29_np1212:4115001..4117500	contig_29_np1212	4115001	4117500	+	2500	6614.50
contig_29_np1212:4117501..4120000	contig_29_np1212	4117501	4120000	+	2500	7684
contig_29_np1212:4120001..4122500	contig_29_np1212	4120001	4122500	+	2500	6699.50
contig_29_np1212:4122501..4125000	contig_29_np1212	4122501	4125000	+	2500	6534
contig_29_np1212:4125001..4127500	contig_29_np1212	4125001	4127500	+	2500	6388.50
contig_29_np1212:4127501..4130000	contig_29_np1212	4127501	4130000	+	2500	6703.50
contig_29_np1212:4130001..4132500	contig_29_np1212	4130001	4132500	+	2500	7252.50
contig_29_np1212:4132501..4135000	contig_29_np1212	4132501	4135000	+	2500	7469.50
contig_29_np1212:4135001..4137500	contig_29_np1212	4135001	4137500	+	2500	7070
contig_29_np1212:4137501..4140000	contig_29_np1212	4137501	4140000	+	2500	6846
contig_29_np1212:4140001..4142500	contig_29_np1212	4140001	4142500	+	2500	7265
contig_29_np1212:4142501..4145000	contig_29_np1212	4142501	4145000	+	2500	7245
contig_29_np1212:4145001..4147500	contig_29_np1212	4145001	4147500	+	2500	7608.50
contig_29_np1212:4147501..4150000	contig_29_np1212	4147501	4150000	+	2500	6472.50
contig_29_np1212:4150001..4152500	contig_29_np1212	4150001	4152500	+	2500	6949.50
contig_29_np1212:4152501..4155000	contig_29_np1212	4152501	4155000	+	2500	6814
contig_29_np1212:4155001..4157500	contig_29_np1212	4155001	4157500	+	2500	7560
contig_29_np1212:4157501..4160000	contig_29_np1212	4157501	4160000	+	2500	7558.50
contig_29_np1212:4160001..4162500	contig_29_np1212	4160001	4162500	+	2500	6829
contig_29_np1212:4162501..4165000	contig_29_np1212	4162501	4165000	+	2500	7641
contig_29_np1212:4165001..4167500	contig_29_np1212	4165001	4167500	+	2500	7270.50
contig_29_np1212:4167501..4170000	contig_29_np1212	4167501	4170000	+	2500	7189
contig_29_np1212:4170001..4172500	contig_29_np1212	4170001	4172500	+	2500	5797
contig_29_np1212:4172501..4175000	contig_29_np1212	4172501	4175000	+	2500	7036.50
contig_29_np1212:4175001..4177500	contig_29_np1212	4175001	4177500	+	2500	6369
contig_29_np1212:4177501..4180000	contig_29_np1212	4177501	4180000	+	2500	7117
contig_29_np1212:4180001..4182500	contig_29_np1212	4180001	4182500	+	2500	6917
contig_29_np1212:4182501..4185000	contig_29_np1212	4182501	4185000	+	2500	7643.50
contig_29_np1212:4185001..4187500	contig_29_np1212	4185001	4187500	+	2500	7456.50
contig_29_np1212:4187501..4190000	contig_29_np1212	4187501	4190000	+	2500	6927.50
contig_29_np1212:4190001..4192500	contig_29_np1212	4190001	4192500	+	2500	6348
contig_29_np1212:4192501..4195000	contig_29_np1212	4192501	4195000	+	2500	7187
contig_29_np1212:4195001..4197500	contig_29_np1212	4195001	4197500	+	2500	7184.50
contig_29_np1212:4197501..4200000	contig_29_np1212	4197501	4200000	+	2500	6664
contig_29_np1212:4200001..4202500	contig_29_np1212	4200001	4202500	+	2500	6643.50
contig_29_np1212:4202501..4205000	contig_29_np1212	4202501	4205000	+	2500	6898
contig_29_np1212:4205001..4207500	contig_29_np1212	4205001	4207500	+	2500	6850
contig_29_np1212:4207501..4210000	contig_29_np1212	4207501	4210000	+	2500	7187.50
contig_29_np1212:4210001..4212500	contig_29_np1212	4210001	4212500	+	2500	6219.50
contig_29_np1212:4212501..4215000	contig_29_np1212	4212501	4215000	+	2500	6759.50
contig_29_np1212:4215001..4217500	contig_29_np1212	4215001	4217500	+	2500	7279
contig_29_np1212:4217501..4220000	contig_29_np1212	4217501	4220000	+	2500	7023.50
contig_29_np1212:4220001..4222500	contig_29_np1212	4220001	4222500	+	2500	7643
contig_29_np1212:4222501..4225000	contig_29_np1212	4222501	4225000	+	2500	5811
contig_29_np1212:4225001..4227500	contig_29_np1212	4225001	4227500	+	2500	6643
contig_29_np1212:4227501..4230000	contig_29_np1212	4227501	4230000	+	2500	5930
contig_29_np1212:4230001..4232500	contig_29_np1212	4230001	4232500	+	2500	6739.50
contig_29_np1212:4232501..4235000	contig_29_np1212	4232501	4235000	+	2500	6388.50
contig_29_np1212:4235001..4237500	contig_29_np1212	4235001	4237500	+	2500	7089.50
contig_29_np1212:4237501..4240000	contig_29_np1212	4237501	4240000	+	2500	7611.50
contig_29_np1212:4240001..4242500	contig_29_np1212	4240001	4242500	+	2500	7464.50
contig_29_np1212:4242501..4245000	contig_29_np1212	4242501	4245000	+	2500	7178.50
contig_29_np1212:4245001..4247500	contig_29_np1212	4245001	4247500	+	2500	7153
contig_29_np1212:4247501..4250000	contig_29_np1212	4247501	4250000	+	2500	7182.50
contig_29_np1212:4250001..4252500	contig_29_np1212	4250001	4252500	+	2500	7316
contig_29_np1212:4252501..4255000	contig_29_np1212	4252501	4255000	+	2500	7682.50
contig_29_np1212:4255001..4257500	contig_29_np1212	4255001	4257500	+	2500	6275.50
contig_29_np1212:4257501..4260000	contig_29_np1212	4257501	4260000	+	2500	7288
contig_29_np1212:4260001..4262500	contig_29_np1212	4260001	4262500	+	2500	7722.50
contig_29_np1212:4262501..4265000	contig_29_np1212	4262501	4265000	+	2500	7355
contig_29_np1212:4265001..4267500	contig_29_np1212	4265001	4267500	+	2500	7504.50
contig_29_np1212:4267501..4270000	contig_29_np1212	4267501	4270000	+	2500	7772
contig_29_np1212:4270001..4272500	contig_29_np1212	4270001	4272500	+	2500	6795.50
contig_29_np1212:4272501..4275000	contig_29_np1212	4272501	4275000	+	2500	7310.50
contig_29_np1212:4275001..4277500	contig_29_np1212	4275001	4277500	+	2500	5927.50
contig_29_np1212:4277501..4280000	contig_29_np1212	4277501	4280000	+	2500	6835.50
contig_29_np1212:4280001..4282500	contig_29_np1212	4280001	4282500	+	2500	6201
contig_29_np1212:4282501..4285000	contig_29_np1212	4282501	4285000	+	2500	6786
contig_29_np1212:4285001..4287500	contig_29_np1212	4285001	4287500	+	2500	6923
contig_29_np1212:4287501..4290000	contig_29_np1212	4287501	4290000	+	2500	7803.50
contig_29_np1212:4290001..4292500	contig_29_np1212	4290001	4292500	+	2500	7327.50
contig_29_np1212:4292501..4295000	contig_29_np1212	4292501	4295000	+	2500	7739
contig_29_np1212:4295001..4297500	contig_29_np1212	4295001	4297500	+	2500	7873
contig_29_np1212:4297501..4300000	contig_29_np1212	4297501	4300000	+	2500	5534.50
contig_29_np1212:4300001..4302500	contig_29_np1212	4300001	4302500	+	2500	6133.50
contig_29_np1212:4302501..4305000	contig_29_np1212	4302501	4305000	+	2500	7332
contig_29_np1212:4305001..4307500	contig_29_np1212	4305001	4307500	+	2500	7720
contig_29_np1212:4307501..4310000	contig_29_np1212	4307501	4310000	+	2500	7549.50
contig_29_np1212:4310001..4312500	contig_29_np1212	4310001	4312500	+	2500	7465
contig_29_np1212:4312501..4315000	contig_29_np1212	4312501	4315000	+	2500	7804.50
contig_29_np1212:4315001..4317500	contig_29_np1212	4315001	4317500	+	2500	7430
contig_29_np1212:4317501..4320000	contig_29_np1212	4317501	4320000	+	2500	7300
contig_29_np1212:4320001..4322500	contig_29_np1212	4320001	4322500	+	2500	7164.50
contig_29_np1212:4322501..4325000	contig_29_np1212	4322501	4325000	+	2500	7375
contig_29_np1212:4325001..4327500	contig_29_np1212	4325001	4327500	+	2500	7482.50
contig_29_np1212:4327501..4330000	contig_29_np1212	4327501	4330000	+	2500	7832
contig_29_np1212:4330001..4332500	contig_29_np1212	4330001	4332500	+	2500	7650
contig_29_np1212:4332501..4335000	contig_29_np1212	4332501	4335000	+	2500	7213
contig_29_np1212:4335001..4337500	contig_29_np1212	4335001	4337500	+	2500	6935.50
contig_29_np1212:4337501..4340000	contig_29_np1212	4337501	4340000	+	2500	6851
contig_29_np1212:4340001..4342500	contig_29_np1212	4340001	4342500	+	2500	6226.50
contig_29_np1212:4342501..4345000	contig_29_np1212	4342501	4345000	+	2500	7481.50
contig_29_np1212:4345001..4347500	contig_29_np1212	4345001	4347500	+	2500	5220
contig_29_np1212:4347501..4350000	contig_29_np1212	4347501	4350000	+	2500	6851.50
contig_29_np1212:4350001..4352500	contig_29_np1212	4350001	4352500	+	2500	7247.50
contig_29_np1212:4352501..4355000	contig_29_np1212	4352501	4355000	+	2500	7423.50
contig_29_np1212:4355001..4357500	contig_29_np1212	4355001	4357500	+	2500	6730
contig_29_np1212:4357501..4360000	contig_29_np1212	4357501	4360000	+	2500	5988.50
contig_29_np1212:4360001..4362500	contig_29_np1212	4360001	4362500	+	2500	7243.50
contig_29_np1212:4362501..4365000	contig_29_np1212	4362501	4365000	+	2500	7375.50
contig_29_np1212:4365001..4367500	contig_29_np1212	4365001	4367500	+	2500	7779
contig_29_np1212:4367501..4370000	contig_29_np1212	4367501	4370000	+	2500	7707.50
contig_29_np1212:4370001..4372500	contig_29_np1212	4370001	4372500	+	2500	6556
contig_29_np1212:4372501..4375000	contig_29_np1212	4372501	4375000	+	2500	7285
contig_29_np1212:4375001..4377500	contig_29_np1212	4375001	4377500	+	2500	6795.50
contig_29_np1212:4377501..4380000	contig_29_np1212	4377501	4380000	+	2500	6520
contig_29_np1212:4380001..4382500	contig_29_np1212	4380001	4382500	+	2500	7403.50
contig_29_np1212:4382501..4385000	contig_29_np1212	4382501	4385000	+	2500	7364.50
contig_29_np1212:4385001..4387500	contig_29_np1212	4385001	4387500	+	2500	7246
contig_29_np1212:4387501..4390000	contig_29_np1212	4387501	4390000	+	2500	5647
contig_29_np1212:4390001..4392500	contig_29_np1212	4390001	4392500	+	2500	4059
contig_24_np1212:1..2500	contig_24_np1212	1	2500	+	2500	7033.50
contig_24_np1212:2501..5000	contig_24_np1212	2501	5000	+	2500	7039.50
contig_24_np1212:5001..7500	contig_24_np1212	5001	7500	+	2500	6913.50
contig_24_np1212:7501..10000	contig_24_np1212	7501	10000	+	2500	7034
contig_24_np1212:10001..12500	contig_24_np1212	10001	12500	+	2500	6913
contig_24_np1212:12501..15000	contig_24_np1212	12501	15000	+	2500	7547.50
contig_24_np1212:15001..17500	contig_24_np1212	15001	17500	+	2500	7272
contig_24_np1212:17501..20000	contig_24_np1212	17501	20000	+	2500	7140
contig_24_np1212:20001..22500	contig_24_np1212	20001	22500	+	2500	7493.50
contig_24_np1212:22501..25000	contig_24_np1212	22501	25000	+	2500	7542
contig_24_np1212:25001..27500	contig_24_np1212	25001	27500	+	2500	6479
contig_24_np1212:27501..30000	contig_24_np1212	27501	30000	+	2500	6881.50
contig_24_np1212:30001..32500	contig_24_np1212	30001	32500	+	2500	6183.50
contig_24_np1212:32501..35000	contig_24_np1212	32501	35000	+	2500	7347
contig_24_np1212:35001..37500	contig_24_np1212	35001	37500	+	2500	6591
contig_24_np1212:37501..40000	contig_24_np1212	37501	40000	+	2500	6553
contig_24_np1212:40001..42500	contig_24_np1212	40001	42500	+	2500	6768
