Contig	Start	Stop	Illumina	Nanopore	mRNA
contig_31_np1212	6002501	6005000	454.7484	150.0512	1503.6344
contig_31_np1212	6005001	6007500	474.9096	157.0532	7863.8224
contig_31_np1212	6007501	6010000	432.0252	160.502	1352.9452
contig_31_np1212	6010001	6012500	408.39	159.9976	846.4072
contig_31_np1212	6012501	6015000	458.8444	150.1952	565.6864
contig_31_np1212	6015001	6017500	399.7964	149.018	2215.4908
contig_31_np1212	6017501	6020000	447.2372	158.0588	3823.106
contig_31_np1212	6020001	6022500	433.4884	175.9768	1120.2476
contig_31_np1212	6022501	6025000	380.5012	184.7564	332.0284
contig_31_np1212	6025001	6027500	372.3092	175.04	370.232
contig_31_np1212	6027501	6030000	443.2524	169.7048	69.1504
contig_31_np1212	6030001	6032500	428.0012	160.28	243.5308
contig_31_np1212	6032501	6035000	381.4652	151.1532	4000.1912
contig_31_np1212	6035001	6037500	409.268	155.884	2914.8576
contig_31_np1212	6037501	6040000	404.7584	144.1216	804.022
contig_31_np1212	6040001	6042500	391.8364	154.1196	429.0428
contig_31_np1212	6042501	6045000	412.272	172.886	187.5512
contig_31_np1212	6045001	6047500	392.1384	181.5108	601.9964
contig_31_np1212	6047501	6050000	485.6996	185.5792	1449.8456
contig_31_np1212	6050001	6052500	424.1184	193.0036	13275.7764
contig_31_np1212	6052501	6055000	397.9644	192.258	45.5652
contig_31_np1212	6055001	6057500	452.8732	189.2932	425.27
contig_31_np1212	6057501	6060000	370.1592	176.5296	119.5788
contig_31_np1212	6060001	6062500	430.4064	186.208	340.734
contig_31_np1212	6062501	6065000	423.364	177.6904	1999.89
contig_31_np1212	6065001	6067500	438.0588	173.7088	515.7176
contig_31_np1212	6067501	6070000	428.6784	154.892	1012.5852
contig_31_np1212	6070001	6072500	426.3896	159.382	233.1428
contig_31_np1212	6072501	6075000	352.1892	158.2868	182.6452
contig_31_np1212	6075001	6077500	360.2396	154.9216	250.6428
contig_31_np1212	6077501	6080000	351.4616	164.6736	41.662
contig_31_np1212	6080001	6082500	326.8336	167.676	2798.708
contig_31_np1212	6082501	6085000	422.9672	161.7404	2298.7212
contig_31_np1212	6085001	6087500	424.586	164.8304	144.1624
contig_31_np1212	6087501	6090000	467.896	164.1096	149.9908
contig_31_np1212	6090001	6092500	459.6956	165.4804	1059.4608
contig_31_np1212	6092501	6095000	400.7088	167.1024	5995.3956
contig_31_np1212	6095001	6097500	337.9328	160.054	203.6628
contig_31_np1212	6097501	6100000	344.3956	160.9904	5023.9952
contig_31_np1212	6100001	6102500	364.5356	170.914	58.8068
contig_31_np1212	6102501	6105000	430.3344	167.5464	119.336
contig_31_np1212	6105001	6107500	467.2696	177.3192	35.4488
contig_31_np1212	6107501	6110000	423.4176	181.4876	12.808
contig_31_np1212	6110001	6112500	416.4076	157.6508	72.3676
contig_31_np1212	6112501	6115000	425.0968	154.8264	7.6496
contig_31_np1212	6115001	6117500	387.2224	154.2528	212.0436
contig_31_np1212	6117501	6120000	436.1976	166.5956	1.4344
contig_31_np1212	6120001	6122500	437.1284	153.6264	11.9904
contig_31_np1212	6122501	6125000	424.0432	150.6072	90.2464
contig_31_np1212	6125001	6127500	449.4596	150.172	36.0968
contig_31_np1212	6127501	6130000	381.6344	162.3556	10909.2548
contig_31_np1212	6130001	6132500	421.0076	172.5152	6836.3244
contig_31_np1212	6132501	6135000	432.1016	176.5232	738.4136
contig_31_np1212	6135001	6137500	465.4832	182.3176	518.0676
contig_31_np1212	6137501	6140000	472.3364	189.6696	135.7304
contig_31_np1212	6140001	6142500	408.032	179.2088	181.3092
contig_31_np1212	6142501	6145000	433.9592	152.5348	1863.352
contig_31_np1212	6145001	6147500	395.6844	150.2652	246.7756
contig_31_np1212	6147501	6150000	404.5728	156.4236	1483.1584
contig_31_np1212	6150001	6152500	419.0064	166.6072	1553.9164
contig_31_np1212	6152501	6155000	429.5256	157.6204	4173.4644
contig_31_np1212	6155001	6157500	448.1912	166.7684	5317.3212
contig_31_np1212	6157501	6160000	447.3252	160.8212	5161.4788
contig_31_np1212	6160001	6162500	433.6408	169.27	610.5888
contig_31_np1212	6162501	6165000	418.5528	149.44	170.2252
contig_31_np1212	6165001	6167500	396.8512	153.9788	65.394
contig_31_np1212	6167501	6170000	460.0832	162.08	155.5628
contig_31_np1212	6170001	6172500	397.222	166.04	231.6772
contig_31_np1212	6172501	6175000	444.608	171.8948	5923.7688
contig_31_np1212	6175001	6177500	442.9044	183.5108	10610.5496
contig_31_np1212	6177501	6180000	429.0188	173.6956	2261.0192
contig_31_np1212	6180001	6182500	456.9532	175.3472	667.2104
contig_31_np1212	6182501	6185000	449.7848	180.2184	266.8664
contig_31_np1212	6185001	6187500	415.5076	172.7436	191.918
contig_31_np1212	6187501	6190000	397.5304	161.1276	988.4288
contig_31_np1212	6190001	6192500	455.9232	161.3916	288.3164
contig_31_np1212	6192501	6195000	420.9432	169.4952	380.7504
contig_31_np1212	6195001	6197500	396.6168	165.998	932.8688
contig_31_np1212	6197501	6200000	431.0084	172.8652	1411.6096
contig_31_np1212	6200001	6202500	443.4144	188.9716	1764.76
contig_31_np1212	6202501	6205000	458.4052	183.154	2234.3548
contig_31_np1212	6205001	6207500	420.724	176.2112	1231.6348
contig_31_np1212	6207501	6210000	380.8524	157.4344	5808.8636
contig_31_np1212	6210001	6212500	442.3912	149.2508	401.4212
contig_31_np1212	6212501	6215000	366.4636	139.0604	890.952
contig_31_np1212	6215001	6217500	362.0936	143.6012	1103.0472
contig_31_np1212	6217501	6220000	432.1228	147.1816	2237.5568
contig_31_np1212	6220001	6222500	409.2136	151.4584	2640.5316
contig_31_np1212	6222501	6225000	416.866	155.5384	1138.5272
contig_31_np1212	6225001	6227500	411.1988	159.4812	127.6892
contig_31_np1212	6227501	6230000	449.7192	164.4316	126.478
contig_31_np1212	6230001	6232500	426.9336	168.5348	95.7812
contig_31_np1212	6232501	6235000	363.4232	159.0252	764.6076
contig_31_np1212	6235001	6237500	457.556	168.6872	483.5884
contig_31_np1212	6237501	6240000	462.754	181.1072	338.1188
contig_31_np1212	6240001	6242500	467.396	193.0672	2717.748
contig_31_np1212	6242501	6245000	468.2712	172.8744	290.63
contig_31_np1212	6245001	6247500	404.084	176.8636	222.9184
contig_31_np1212	6247501	6250000	447.7232	172.6476	793.9792
contig_31_np1212	6250001	6252500	468.5604	162.8616	1842.9264
contig_31_np1212	6252501	6255000	396.6164	145.7068	2810.3156
contig_31_np1212	6255001	6257500	340.5316	152.022	6190.3556
contig_31_np1212	6257501	6260000	421.6728	160.992	8303.5032
contig_31_np1212	6260001	6262500	437.7372	184.9604	7091.254
contig_31_np1212	6262501	6265000	458.5388	191.1564	8.64
contig_31_np1212	6265001	6267500	434.2	203.2468	154.5452
contig_31_np1212	6267501	6270000	418.4052	205.968	357.6136
contig_31_np1212	6270001	6272500	434.112	201.0704	1357.1624
contig_31_np1212	6272501	6275000	437.2504	210.0752	4437.1052
contig_31_np1212	6275001	6277500	444.0912	212.0392	5567.5548
contig_31_np1212	6277501	6280000	440.402	187.6508	12869.106
contig_31_np1212	6280001	6282500	423.1492	178.376	765.0428
contig_31_np1212	6282501	6285000	460.0792	169.7736	9651.664
contig_31_np1212	6285001	6287500	410.492	166.1468	167.4944
contig_31_np1212	6287501	6290000	454.7732	178.8084	289.0016
contig_31_np1212	6290001	6292500	426.3524	182.4968	649.6324
contig_31_np1212	6292501	6295000	440.2272	174.1108	3021.3304
contig_31_np1212	6295001	6297500	445.4948	165.7112	2072.3608
contig_31_np1212	6297501	6300000	437.9148	175.9328	3049.1732
contig_31_np1212	6300001	6302500	375.2236	168.3132	70.4592
contig_31_np1212	6302501	6305000	422.6892	175.9664	216.9324
contig_31_np1212	6305001	6307500	423.426	170.0	623.2868
contig_31_np1212	6307501	6310000	441.9884	170.0092	669.7344
contig_31_np1212	6310001	6312500	467.33	164.3008	1195.052
contig_31_np1212	6312501	6315000	454.1828	152.164	3095.898
contig_31_np1212	6315001	6317500	385.628	151.9232	11039.6808
contig_31_np1212	6317501	6320000	430.77	143.8032	4585.5672
contig_31_np1212	6320001	6322500	450.2376	139.0672	287.3056
contig_31_np1212	6322501	6325000	418.398	141.8668	703.3168
contig_31_np1212	6325001	6327500	435.2888	154.1576	334.9052
contig_31_np1212	6327501	6330000	419.7244	164.8668	4883.3228
contig_31_np1212	6330001	6332500	446.1388	183.988	1620.1268
contig_31_np1212	6332501	6335000	436.5664	180.7932	190.3696
contig_31_np1212	6335001	6337500	434.7712	177.0756	2260.9852
contig_31_np1212	6337501	6340000	419.6	175.9728	162.1332
contig_31_np1212	6340001	6342500	346.8492	174.686	1295.3304
contig_31_np1212	6342501	6345000	385.4168	178.9408	2027.7648
contig_31_np1212	6345001	6347500	412.8144	189.158	419.7628
contig_31_np1212	6347501	6350000	427.1116	166.6136	800.1136
contig_31_np1212	6350001	6352500	415.998	156.0756	1477.0772
contig_31_np1212	6352501	6355000	424.6076	147.2796	906.8124
contig_31_np1212	6355001	6357500	459.2468	145.2344	37.6112
contig_31_np1212	6357501	6360000	401.4648	145.1088	764.3176
contig_31_np1212	6360001	6362500	430.9544	147.5588	263.5448
contig_31_np1212	6362501	6365000	403.1884	165.2276	98.7876
contig_31_np1212	6365001	6367500	384.822	162.2432	1357.5184
contig_31_np1212	6367501	6370000	406.7384	154.3448	476.5924
contig_31_np1212	6370001	6372500	441.7776	158.7548	106.6904
contig_31_np1212	6372501	6375000	444.38	145.924	40.2568
contig_31_np1212	6375001	6377500	453.2676	137.0636	14.022
contig_31_np1212	6377501	6380000	463.9308	140.1576	76.6384
contig_31_np1212	6380001	6382500	442.9952	148.256	168.318
contig_31_np1212	6382501	6385000	441.7808	136.2132	759.6328
contig_31_np1212	6385001	6387500	437.1556	145.4376	616.5224
contig_31_np1212	6387501	6390000	455.9348	138.9076	472.8976
contig_31_np1212	6390001	6392500	453.3224	135.0308	811.9788
contig_31_np1212	6392501	6395000	432.938	144.9848	5315.6156
contig_31_np1212	6395001	6397500	413.5116	152.0724	2799.842
contig_31_np1212	6397501	6400000	374.6168	148.268	150.5064
contig_31_np1212	6400001	6402500	437.7804	150.9404	1110.8968
contig_31_np1212	6402501	6405000	361.4848	155.4748	1096.496
contig_31_np1212	6405001	6407500	385.0612	163.9468	793.0032
contig_31_np1212	6407501	6410000	418.6292	171.0792	644.4792
contig_31_np1212	6410001	6412500	448.4408	187.1212	885.1776
contig_31_np1212	6412501	6415000	448.8712	183.82	714.25
contig_31_np1212	6415001	6417500	417.3604	193.9324	743.29
contig_31_np1212	6417501	6420000	441.9548	176.8052	270.4648
contig_31_np1212	6420001	6422500	442.6184	150.728	266.8976
contig_31_np1212	6422501	6425000	436.3816	159.6592	2995.3336
contig_31_np1212	6425001	6427500	432.354	165.0348	167.4864
contig_31_np1212	6427501	6430000	373.2128	171.1136	539.396
contig_31_np1212	6430001	6432500	397.906	174.706	388.5004
contig_31_np1212	6432501	6435000	381.3836	185.974	928.5312
contig_31_np1212	6435001	6437500	395.06	190.548	342.6204
contig_31_np1212	6437501	6440000	434.6056	178.5868	3657.8808
contig_31_np1212	6440001	6442500	420.7	167.304	59.5976
contig_31_np1212	6442501	6445000	420.9852	152.2296	320.8364
contig_31_np1212	6445001	6447500	378.8924	124.662	73.702
contig_31_np1212	6447501	6450000	382.0688	145.776	28.6848
contig_31_np1212	6450001	6452500	434.0064	157.1224	5541.7344
contig_31_np1212	6452501	6455000	473.4948	149.27	1818.9048
contig_31_np1212	6455001	6457500	422.2024	141.916	23.7064
contig_31_np1212	6457501	6460000	406.6296	132.8896	604.8
contig_31_np1212	6460001	6462500	435.876	136.606	130.0004
contig_31_np1212	6462501	6465000	374.3072	140.3928	489.8772
contig_31_np1212	6465001	6467500	441.5028	143.796	210.3588
contig_31_np1212	6467501	6470000	427.6588	144.2848	144.6796
contig_31_np1212	6470001	6472500	417.426	150.2636	290.2304
contig_31_np1212	6472501	6475000	419.6908	152.494	80.0776
contig_31_np1212	6475001	6477500	393.686	167.306	254.1156
contig_31_np1212	6477501	6480000	442.918	169.3876	112.2668
contig_31_np1212	6480001	6482500	415.3356	162.1604	22.274
contig_31_np1212	6482501	6485000	427.634	158.5796	56.6728
contig_31_np1212	6485001	6487500	412.4824	157.7284	40.5144
contig_31_np1212	6487501	6490000	378.0136	154.572	125.0172
contig_31_np1212	6490001	6492500	442.5068	154.1708	13.44
contig_31_np1212	6492501	6495000	388.2368	148.6028	98.6612
contig_31_np1212	6495001	6497500	393.8516	133.8296	40.3056
contig_31_np1212	6497501	6500000	436.668	143.608	14.886
contig_31_np1212	6500001	6502500	371.568	135.2716	19.536
contig_31_np1212	6502501	6505000	421.1344	137.5524	43.1764
contig_31_np1212	6505001	6507500	413.786	141.3936	50.3424
contig_31_np1212	6507501	6510000	451.796	144.7436	12.1056
contig_31_np1212	6510001	6512500	403.4772	145.0308	58.6708
contig_31_np1212	6512501	6515000	407.9724	140.3716	50.5976
contig_31_np1212	6515001	6517500	423.6636	145.362	36.6288
contig_31_np1212	6517501	6520000	365.2368	150.3992	239.4356
contig_31_np1212	6520001	6522500	407.8488	143.0776	811.7456
contig_31_np1212	6522501	6525000	427.2	138.5208	1498.0356
contig_31_np1212	6525001	6527500	405.868	137.2492	16773.9244
contig_31_np1212	6527501	6530000	439.394	139.3112	6599.6776
contig_31_np1212	6530001	6532500	436.1172	140.6016	652.7348
contig_31_np1212	6532501	6535000	374.0128	144.4048	780.706
contig_31_np1212	6535001	6537500	422.228	148.6696	455.3956
contig_31_np1212	6537501	6540000	423.3888	152.0244	32405.8508
contig_31_np1212	6540001	6542500	389.5036	149.2016	668.9916
contig_31_np1212	6542501	6545000	455.3596	156.8068	491.9484
contig_31_np1212	6545001	6547500	304.318	162.8376	119.9592
contig_31_np1212	6547501	6550000	429.446	162.0444	378.3524
contig_31_np1212	6550001	6552500	440.7928	167.8332	543.4644
contig_31_np1212	6552501	6555000	446.7704	177.6656	634.158
contig_31_np1212	6555001	6557500	430.6676	179.2132	3910.2816
contig_31_np1212	6557501	6560000	431.7636	179.4356	2510.0096
contig_31_np1212	6560001	6562500	420.8136	179.8696	217.458
contig_31_np1212	6562501	6565000	399.9236	181.1924	86.768
contig_31_np1212	6565001	6567500	440.466	175.6344	231.2616
contig_31_np1212	6567501	6570000	466.7656	164.8888	129.5976
contig_31_np1212	6570001	6572500	377.652	167.4308	28.5072
contig_31_np1212	6572501	6575000	439.2796	184.0944	407.2636
contig_31_np1212	6575001	6577500	465.594	189.5444	3934.764
contig_31_np1212	6577501	6580000	416.722	195.7524	104.4984
contig_31_np1212	6580001	6582500	392.4768	182.9988	62.2612
contig_31_np1212	6582501	6585000	431.3684	186.6904	190.5744
contig_31_np1212	6585001	6587500	394.2728	178.9216	25355.2244
contig_31_np1212	6587501	6590000	397.032	178.8868	599.2876
contig_31_np1212	6590001	6592500	404.3272	174.62	959.7668
contig_31_np1212	6592501	6595000	432.514	174.5664	889.144
contig_31_np1212	6595001	6597500	399.3284	174.0936	271.984
contig_31_np1212	6597501	6600000	419.7768	161.2888	452.4596
contig_31_np1212	6600001	6602500	469.3508	166.1472	59.898
contig_31_np1212	6602501	6605000	414.0908	168.0028	156.5792
contig_31_np1212	6605001	6607500	412.228	155.976	165.3176
contig_31_np1212	6607501	6610000	438.4324	156.1216	183.1412
contig_31_np1212	6610001	6612500	432.7932	150.9792	11491.7404
contig_31_np1212	6612501	6615000	315.0932	129.6572	854.5276
contig_31_np1212	6615001	6617500	449.5176	134.8492	28.3972
contig_31_np1212	6617501	6620000	437.1632	130.3756	1082.6156
contig_31_np1212	6620001	6622500	448.9412	146.8176	609.27
contig_31_np1212	6622501	6625000	386.9988	164.5656	88.2832
contig_31_np1212	6625001	6627500	397.542	173.0728	1482.2016
contig_31_np1212	6627501	6630000	413.8756	174.1988	1624.5472
contig_31_np1212	6630001	6632500	423.1976	162.3956	45.2356
contig_31_np1212	6632501	6635000	471.3732	148.528	272.5776
contig_31_np1212	6635001	6637500	403.4128	149.1316	283.3844
contig_31_np1212	6637501	6640000	385.5104	146.6072	145.302
contig_31_np1212	6640001	6642500	420.8752	130.4936	3280.3204
contig_31_np1212	6642501	6645000	461.5236	141.9064	230.9644
contig_31_np1212	6645001	6647500	461.0064	196.2272	44.3184
contig_31_np1212	6647501	6650000	414.9044	181.5132	7740.7444
contig_31_np1212	6650001	6652500	454.5344	182.6788	55.1316
contig_31_np1212	6652501	6655000	445.9256	169.3044	1490.6236
contig_31_np1212	6655001	6657500	415.802	169.9188	10342.3592
contig_31_np1212	6657501	6660000	452.4824	184.1068	2139.5212
contig_31_np1212	6660001	6662500	421.272	183.2176	3657.0116
contig_31_np1212	6662501	6665000	369.0352	164.8408	533.494
contig_31_np1212	6665001	6667500	414.5064	160.1468	164.3728
contig_31_np1212	6667501	6670000	436.8244	175.0256	584.0544
contig_31_np1212	6670001	6672500	420.3032	179.0756	1091.812
contig_31_np1212	6672501	6675000	449.0288	190.5716	358.0544
contig_31_np1212	6675001	6677500	426.7812	199.9088	1419.5232
contig_31_np1212	6677501	6680000	412.3704	192.1616	956.234
contig_31_np1212	6680001	6682500	396.944	179.7576	446.442
contig_31_np1212	6682501	6685000	437.6088	173.1104	252.4852
contig_31_np1212	6685001	6687500	463.3332	165.5168	274.6556
contig_31_np1212	6687501	6690000	471.9456	162.7968	506.002
contig_31_np1212	6690001	6692500	351.1116	160.2888	293.6644
contig_31_np1212	6692501	6695000	441.422	162.2364	157.5284
contig_31_np1212	6695001	6697500	435.722	158.0116	2129.4528
contig_31_np1212	6697501	6700000	383.0748	153.2152	130.75
contig_31_np1212	6700001	6702500	460.052	174.808	128.9332
contig_31_np1212	6702501	6705000	384.2968	169.8672	378.0084
contig_31_np1212	6705001	6707500	414.658	151.5272	3453.6528
contig_31_np1212	6707501	6710000	390.8752	158.8512	132.2408
contig_31_np1212	6710001	6712500	427.1708	154.9472	77.958
contig_31_np1212	6712501	6715000	424.4692	145.8932	423.2416
contig_31_np1212	6715001	6717500	434.0972	132.3532	2560.7052
contig_31_np1212	6717501	6720000	443.3904	152.6288	559.5364
contig_31_np1212	6720001	6722500	390.6548	166.4688	246.8004
contig_31_np1212	6722501	6725000	382.6668	172.9092	9.7172
contig_31_np1212	6725001	6727500	400.6064	171.2916	335.0148
contig_31_np1212	6727501	6730000	423.9192	180.9056	595.6188
contig_31_np1212	6730001	6732500	444.6504	177.6396	1542.452
contig_31_np1212	6732501	6735000	445.78	178.886	679.6956
contig_31_np1212	6735001	6737500	407.1468	160.4108	765.962
contig_31_np1212	6737501	6740000	397.2136	144.9444	1240.5716
contig_31_np1212	6740001	6742500	390.0496	155.6236	91.6136
contig_31_np1212	6742501	6745000	414.5812	140.0716	396.152
contig_31_np1212	6745001	6747500	408.5376	122.2996	304.6148
contig_31_np1212	6747501	6750000	451.3388	137.7592	373.7228
contig_31_np1212	6750001	6752500	454.558	147.4192	220.0684
contig_31_np1212	6752501	6755000	394.8088	148.502	20.482
contig_31_np1212	6755001	6757500	442.2748	142.6936	2986.8008
contig_31_np1212	6757501	6760000	451.7468	135.7724	2399.498
contig_31_np1212	6760001	6762500	430.1884	143.8476	547.1116
contig_31_np1212	6762501	6765000	415.7332	158.1788	3439.5548
contig_31_np1212	6765001	6767500	429.5292	182.9668	828.7164
contig_31_np1212	6767501	6770000	416.1808	183.9504	587.844
contig_31_np1212	6770001	6772500	428.09	183.47	1513.8508
contig_31_np1212	6772501	6775000	427.6892	181.1684	504.452
contig_31_np1212	6775001	6777500	444.2348	174.3676	246.5588
contig_31_np1212	6777501	6780000	440.3736	174.3368	1134.7532
contig_31_np1212	6780001	6782500	412.8904	177.0484	9.1236
contig_31_np1212	6782501	6785000	436.7692	179.6928	31.972
contig_31_np1212	6785001	6787500	345.9984	178.0844	97.9068
contig_31_np1212	6787501	6790000	420.9468	183.6436	417.5092
contig_31_np1212	6790001	6792500	423.9036	176.3512	264.6096
contig_31_np1212	6792501	6795000	444.1852	166.5828	1412.0728
contig_31_np1212	6795001	6797500	412.7276	150.738	88.7532
contig_31_np1212	6797501	6800000	447.9084	153.4708	110.7936
contig_31_np1212	6800001	6802500	441.054	162.9232	109.512
contig_31_np1212	6802501	6805000	460.4024	155.1368	31.8884
contig_31_np1212	6805001	6807500	406.5588	155.6872	18.3088
contig_31_np1212	6807501	6810000	425.3848	175.7284	2992.064
contig_31_np1212	6810001	6812500	447.5616	182.6732	5068.4092
contig_31_np1212	6812501	6815000	392.8244	190.2824	1770.9852
contig_31_np1212	6815001	6817500	371.106	187.9308	1180.2192
contig_31_np1212	6817501	6820000	408.6676	187.2652	3544.4432
contig_31_np1212	6820001	6822500	457.4968	203.1456	1877.4644
contig_31_np1212	6822501	6825000	420.06	199.3804	2010.9888
contig_31_np1212	6825001	6827500	394.802	181.5372	26.9268
contig_31_np1212	6827501	6830000	427.6792	172.6884	44.4652
contig_31_np1212	6830001	6832500	376.2012	170.0944	449.6244
contig_31_np1212	6832501	6835000	417.44	168.742	1494.1708
contig_31_np1212	6835001	6837500	362.1048	170.0816	128.196
contig_31_np1212	6837501	6840000	422.1848	171.9108	22.8008
contig_31_np1212	6840001	6842500	430.0788	164.7304	613.3308
contig_31_np1212	6842501	6845000	425.8384	167.7324	1922.4408
contig_31_np1212	6845001	6847500	452.2236	162.9328	357.388
contig_31_np1212	6847501	6850000	431.7888	162.3052	76.0732
contig_31_np1212	6850001	6852500	452.202	132.7756	468.5464
contig_31_np1212	6852501	6855000	469.8324	103.3872	642.0716
contig_31_np1212	6855001	6857500	366.5188	124.082	1373.332
contig_31_np1212	6857501	6860000	427.9412	127.984	1847.3152
contig_31_np1212	6860001	6862500	359.134	119.8636	250.9388
contig_31_np1212	6862501	6865000	422.7612	127.4292	1165.0136
contig_31_np1212	6865001	6867500	470.84	127.7972	1241.7088
contig_31_np1212	6867501	6870000	415.738	120.2204	137.4096
contig_31_np1212	6870001	6872500	413.568	106.9352	1397.4128
contig_31_np1212	6872501	6875000	446.5668	92.6128	2684.4088
contig_31_np1212	6875001	6877500	441.5676	165.202	1246.9112
contig_31_np1212	6877501	6880000	415.0636	169.9308	1138.452
contig_31_np1212	6880001	6882500	438.6544	170.5152	2857.9416
contig_31_np1212	6882501	6885000	389.1004	176.0572	20.682
contig_31_np1212	6885001	6887500	451.884	178.2196	1205.1644
contig_31_np1212	6887501	6890000	349.0216	178.958	935.2044
contig_31_np1212	6890001	6892500	459.5412	163.2112	221.0068
contig_31_np1212	6892501	6895000	456.0228	162.7948	35.8832
contig_31_np1212	6895001	6897500	367.2076	156.0312	265.1428
contig_31_np1212	6897501	6900000	397.1488	149.9752	4676.7444
contig_31_np1212	6900001	6902500	442.6656	139.932	1271.2964
contig_31_np1212	6902501	6905000	436.8732	138.9044	283.7644
contig_31_np1212	6905001	6907500	314.7484	162.0336	1146.7364
contig_31_np1212	6907501	6910000	413.8984	177.6932	463.1136
contig_31_np1212	6910001	6912500	371.4288	155.9976	821.8312
contig_31_np1212	6912501	6915000	390.6452	151.4552	450.1008
contig_31_np1212	6915001	6917500	367.9268	145.7684	815.3528
contig_31_np1212	6917501	6920000	397.5424	143.7504	1906.9756
contig_31_np1212	6920001	6922500	425.384	156.5416	6877.5712
contig_31_np1212	6922501	6925000	397.9876	160.858	35.8496
contig_31_np1212	6925001	6927500	416.1916	157.8392	117.212
contig_31_np1212	6927501	6930000	306.6932	159.8432	99.61
contig_31_np1212	6930001	6932500	427.5908	156.998	277.4784
contig_31_np1212	6932501	6935000	377.1868	154.3928	351.7212
contig_31_np1212	6935001	6937500	383.0308	143.4856	135.2376
contig_31_np1212	6937501	6940000	397.8364	150.8248	254.0664
contig_31_np1212	6940001	6942500	403.4572	157.7196	7165.1576
contig_31_np1212	6942501	6945000	457.3776	160.096	861.4508
contig_31_np1212	6945001	6947500	437.9364	156.5056	12827.792
contig_31_np1212	6947501	6950000	432.82	156.9808	16273.4676
contig_31_np1212	6950001	6952500	344.6948	165.3168	8921.7048
contig_31_np1212	6952501	6955000	436.8476	158.7404	289.9816
contig_31_np1212	6955001	6957500	414.766	167.9964	100.51
contig_31_np1212	6957501	6960000	436.0504	170.3164	23.6052
contig_31_np1212	6960001	6962500	443.6476	174.0872	1583.4808
contig_31_np1212	6962501	6965000	461.97	183.9168	32.074
contig_31_np1212	6965001	6967500	426.2936	184.3896	1309.0572
contig_31_np1212	6967501	6970000	446.0556	179.6884	1349.5952
contig_31_np1212	6970001	6972500	456.5124	171.736	199.0712
contig_31_np1212	6972501	6975000	451.4476	176.9392	557.3852
contig_31_np1212	6975001	6977500	448.1112	157.646	24.8052
contig_31_np1212	6977501	6980000	416.758	159.6944	265.286
contig_31_np1212	6980001	6982500	442.5808	150.714	49.5492
contig_31_np1212	6982501	6985000	447.414	151.1468	640.4808
contig_31_np1212	6985001	6987500	449.9448	161.0276	285.9432
contig_31_np1212	6987501	6990000	464.722	173.6084	161.2392
contig_31_np1212	6990001	6992500	462.7988	173.0208	4.338
contig_31_np1212	6992501	6995000	423.8472	163.362	4.8496
contig_31_np1212	6995001	6997500	448.4424	166.932	1.2232
contig_31_np1212	6997501	7000000	447.9748	171.1392	22.142
contig_31_np1212	7000001	7002500	374.2032	177.8344	592.6952
contig_31_np1212	7002501	7005000	447.76	176.6868	1296.7844
contig_31_np1212	7005001	7007500	440.8968	177.6744	1253.7224
contig_31_np1212	7007501	7010000	430.6072	163.4044	3701.7168
contig_31_np1212	7010001	7012500	401.648	162.6004	494.2444
contig_31_np1212	7012501	7015000	457.3652	168.8556	716.726
contig_31_np1212	7015001	7017500	364.7988	158.6956	231.5032
contig_31_np1212	7017501	7020000	438.9604	160.3984	3732.6944
contig_31_np1212	7020001	7022500	385.8868	152.6484	734.7188
contig_31_np1212	7022501	7025000	423.1448	151.774	828.5748
contig_31_np1212	7025001	7027500	408.1732	152.2588	431.5012
contig_31_np1212	7027501	7030000	444.526	158.396	150.6024
contig_31_np1212	7030001	7032500	452.7976	158.6752	1402.6412
contig_31_np1212	7032501	7035000	356.2476	163.9528	357.5756
contig_31_np1212	7035001	7037500	366.31	161.8472	521.5
contig_31_np1212	7037501	7040000	471.4872	163.9484	11.686
contig_31_np1212	7040001	7042500	468.2444	151.3636	693.848
contig_31_np1212	7042501	7045000	414.5076	137.9108	4313.8388
contig_31_np1212	7045001	7047500	391.5052	152.8272	1327.102
contig_31_np1212	7047501	7050000	445.9068	158.7256	383.84
contig_31_np1212	7050001	7052500	290.6536	153.528	400.4476
contig_31_np1212	7052501	7055000	409.4472	153.2192	1597.0024
contig_31_np1212	7055001	7057500	440.2516	149.038	282.5216
contig_31_np1212	7057501	7060000	416.0812	157.4172	250.7748
contig_31_np1212	7060001	7062500	435.8916	167.8572	3911.6208
contig_31_np1212	7062501	7065000	409.5296	161.8332	975.2948
contig_31_np1212	7065001	7067500	410.156	143.3428	1060.084
contig_31_np1212	7067501	7070000	413.5092	160.026	525.7792
contig_31_np1212	7070001	7072500	436.1796	166.3972	591.5968
contig_31_np1212	7072501	7075000	451.2344	164.218	110.54
contig_31_np1212	7075001	7077500	421.4164	162.6804	183.9224
contig_31_np1212	7077501	7080000	467.0324	157.4964	135.6788
contig_31_np1212	7080001	7082500	466.6984	137.5152	249.4744
contig_31_np1212	7082501	7085000	378.9112	146.722	586.3428
contig_31_np1212	7085001	7087500	309.308	161.1056	111.0072
contig_31_np1212	7087501	7090000	454.7824	163.966	48.4824
contig_31_np1212	7090001	7092500	357.4364	169.8344	556.8244
contig_31_np1212	7092501	7095000	466.4288	171.1692	563.3284
contig_31_np1212	7095001	7097500	426.2404	167.4464	524.1868
contig_31_np1212	7097501	7100000	424.6936	171.2676	22161.6988
contig_31_np1212	7100001	7102500	431.3344	174.7408	4205.2784
