# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../zenodo_folder/genomes/genomic.gff" "-o" "counts/counts_dfir2.txt" "star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam
RB653_007640	CM069769.1	3217004	3220986	+	3983	1336.80	5076.69	1892.74	7138.09	5644.19	6950.77	4935.49	2227.30	6404.31
RB653_007661	CM069769.1	3220999	3223003	-	2005	438	264	344	3213	355	1200	3605	1025	519
RB653_007641	CM069769.1	3224276	3225945	+	1670	2105	1213	1206	2158.00	2016	1773	2859.00	1965	4083
RB653_007662	CM069769.1	3225500	3227744	-	2245	302.36	0	35.83	1378.96	2226.71	1848.53	5548.61	1161.77	144.53
RB653_007642	CM069769.1	3228591	3228934	+	344	459.40	2	65.50	1573.33	4822.33	1403.64	4290.28	1139.79	122
RB653_007643	CM069769.1	3229698	3231591	+	1894	55	8	8	2027	1683.67	1442	2747	2230	203
RB653_007644	CM069769.1	3231807	3233726	+	1920	304	38	98	2344	2489	2344	1906	1441.50	1470
RB653_007645	CM069769.1	3233862	3235560	+	1699	58.50	4	34	782	130	374	842	384	250
RB653_007673	CM069769.1	3235994	3236146	-	153	76	28	53	264	4	9	61	5	168.00
RB653_007663	CM069769.1	3236994	3237242	-	249	12179.25	1030	7238.00	557	607	1077	382	679	178
RB653_007664	CM069769.1	3238460	3240172	-	1713	26	12	8	20	0	4	4	3	13
RB653_007646	CM069769.1	3238482	3239546	+	1065	0	0	0	0	0	0	0	0	0
RB653_007647	CM069769.1	3240715	3241455	+	741	14544	2617	9073	3317	3198	1697	1737	1218	2379
RB653_007665	CM069769.1	3241856	3245319	-	3464	570	1742	850	2748	3944	5440	3610	2226	9248
RB653_007666	CM069769.1	3246655	3251047	-	4393	1016	11780	5972	4448	25573.00	16542	7194	9207	8470
RB653_007667	CM069769.1	3252275	3254677	-	2403	210.33	576.72	160.67	518.87	503.65	308.82	220.58	122.40	834.32
RB653_007648	CM069769.1	3255267	3258486	+	3220	30	116	42	130	426	305	166	96	481
RB653_007649	CM069769.1	3258708	3260291	+	1584	736	620	450	340	82	144	150	150	1068
RB653_007650	CM069769.1	3260536	3262035	+	1500	1120	526	824	1482	324	820	1690	722	950
RB653_007668	CM069769.1	3262185	3267780	-	5596	156	778	372	1225	880	1580	796	408	3042
RB653_007651	CM069769.1	3269470	3270862	+	1393	1191	48	330	2446	676	894	1455	548	538
RB653_007652	CM069769.1	3272109	3272633	+	525	16184.00	762	5013	250984.67	600828.17	242887.00	324067.00	241470.75	16488
RB653_007653	CM069769.1	3273049	3274776	+	1728	4	0	0	180	6	74	92	118	34
RB653_007669	CM069769.1	3274806	3277981	-	3176	48	3434	1140	536	634	1452	800	700	5460
RB653_007670	CM069769.1	3278301	3279572	-	1272	2173	84	242	18896	1943	4321	16222	11325	2338
RB653_007671	CM069769.1	3280085	3280378	-	294	192	116	453.50	34	0	26	20	48	68
RB653_007654	CM069769.1	3280826	3282121	+	1296	286	1014	842	308	276	192	312	190	768
RB653_007655	CM069769.1	3282711	3286441	+	3731	26	474	46	970	4345	384	382	132	1616
RB653_007672	CM069769.1	3286465	3289290	-	2826	328	96	275.33	1364	725	1635	2122	1439.50	3844.00
RB653_007674	CM069769.1	3292894	3302383	+	9490	248.75	2196.45	254.47	285.40	2509	2331.50	346.50	687	6264.75
RB653_007675	CM069769.1	3303768	3305045	+	1278	674	20	52	11379	1534	2180	13275	1518	824
RB653_007676	CM069769.1	3307682	3308326	+	645	388	18	62	48	2	10	26	60	90
RB653_007677	CM069769.1	3308953	3309696	+	744	234.00	1134.29	2911	364	94	190.86	213	148	3383.71
RB653_007692	CM069769.1	3310389	3312394	-	2006	730	50.50	394.00	54.00	12	43	50	30.00	33.00
RB653_007678	CM069769.1	3313267	3315840	+	2574	636	1431.20	936.29	1282.00	868	2145.07	1418	696.29	4914.12
RB653_007679	CM069769.1	3316583	3319851	+	3269	286	748	281	683	207	203	184	450	1014
RB653_007680	CM069769.1	3321178	3324069	+	2892	162	116.22	219.90	770.40	3211.40	9516.26	6459.00	2704.40	954.53
RB653_007681	CM069769.1	3324290	3326032	+	1743	37	147	89	188	178	338	213.67	108	387
RB653_007693	CM069769.1	3325961	3328179	-	2219	1576	776	515	4027.50	4441	2820	4284	2118.67	1962
RB653_007682	CM069769.1	3328510	3330240	+	1731	702	438	741	1163	432	422	804	365	562
RB653_007683	CM069769.1	3330994	3332984	+	1991	483	1488	1040	1311	981	2530	2016.00	906	2769
RB653_007694	CM069769.1	3333331	3333894	-	564	16	38	38	2	0	6	2	4	44
RB653_007684	CM069769.1	3334243	3335105	+	863	20	6	4	2	8	18	8	6	12
RB653_007695	CM069769.1	3335141	3336537	-	1397	31420	8241	12310	3701	2140	688	782	458	5916
RB653_007696	CM069769.1	3336887	3338998	-	2112	1254	604	986	1322	490	965	1574	739	1481
RB653_007697	CM069769.1	3341335	3343611	-	2277	310	128	156	714	198	602	570	344	422
RB653_007698	CM069769.1	3344013	3344770	-	758	0	4	2	2	0	0	0	0	8
RB653_007685	CM069769.1	3345390	3345950	+	561	5425	3616	5151.00	208	103	96	197	144	1718
RB653_007686	CM069769.1	3346233	3348415	+	2183	8	22	10	12	2	18	26	10	90
RB653_007687	CM069769.1	3348521	3350655	+	2135	469	2661	1162	723	1285	568	731	945	3130
RB653_007699	CM069769.1	3350631	3353632	-	3002	2583.50	312	1738	17058.50	20680	8760	9818	24393.33	5233
RB653_007700	CM069769.1	3354412	3357324	-	2913	902.83	6599.10	2890.91	9422.31	22733.79	58944.73	28446.46	13338.39	24776.95
RB653_007701	CM069769.1	3363304	3364481	-	1178	224	298	164	130	124	52	78	32	279
RB653_007688	CM069769.1	3365627	3367597	+	1971	92	14	56	782	116	1287	672	1042	854
RB653_007689	CM069769.1	3368949	3370116	+	1168	21102.33	4667.00	15024.25	4258.00	2921.00	1723	1892	1032	2914.00
RB653_007702	CM069769.1	3370070	3371573	-	1504	26	167.57	117.01	184.29	319.25	222.57	192.54	172.25	316.43
RB653_007703	CM069769.1	3371783	3374134	-	2352	90.50	727.23	245.95	344.22	864.52	628.85	507.69	215.59	1250.39
RB653_007690	CM069769.1	3374626	3375483	+	858	144	76	54	66	44	40	30	42	86
RB653_007704	CM069769.1	3375650	3376459	-	810	20	6	22	30	24	26	14	14	6
RB653_007691	CM069769.1	3376852	3377496	+	645	26	2	4	124	192	75	130	94	56
RB653_007718	CM069769.1	3377544	3380026	-	2483	54	14	40	880	105	210	326	86	202
RB653_007719	CM069769.1	3381453	3384366	-	2914	162	202	246	320	58	102	130	92	424
RB653_007720	CM069769.1	3384611	3385290	-	680	10844	522	3180	6690.57	1754	4784	6212	3682	1600
RB653_007721	CM069769.1	3385805	3389664	-	3860	502	1863	846	9789	6173.00	9763.00	16247.00	5994.00	5728.00
RB653_007705	CM069769.1	3390496	3391569	+	1074	400	252	234	410	114	208	474	72	242
RB653_007722	CM069769.1	3391610	3394489	-	2880	4	1292	22	16	26	144	42	148.25	3546.00
RB653_007723	CM069769.1	3394634	3396054	-	1421	1494	1032	950	76	44	30	70	34	414
RB653_007724	CM069769.1	3396189	3397323	-	1135	4851	1138	1442	3454	1066	542	2016.00	942	2878
RB653_007706	CM069769.1	3397761	3398054	+	294	5	7	17	11	1	1	0	6	23
RB653_007725	CM069769.1	3397843	3399487	-	1645	3260	76	253	40625	9100.00	9279	47794.67	16905.67	2468
RB653_007726	CM069769.1	3400554	3404371	-	3818	671	102	370	16742	4819	8752	14776	6747	2146
RB653_007707	CM069769.1	3406096	3409020	+	2925	70	696	36	906	859	550	695	360	1409
RB653_007727	CM069769.1	3409108	3410120	-	1013	1929	549	1421	2320	1878	2551	4048	2049	2028
RB653_007708	CM069769.1	3410384	3410662	+	279	17255	5953	9095	1396	4424	590	1082	478	3294
RB653_011122	CM069769.1	3411515	3411596	-	82	4	3	2	7	6	2	7	6	12
RB653_007709	CM069769.1	3415232	3419067	+	3836	178.83	511.34	137.94	379.98	545.74	1109.78	1187.06	787.30	1219.60
RB653_007710	CM069769.1	3424118	3425455	+	1338	2487	55245	140809.00	12624	87310.50	25227	21544.00	25272	102565.00
RB653_007728	CM069769.1	3425621	3428461	-	2841	30	56	104	84	50	52	40	40	114
RB653_007729	CM069769.1	3428657	3430340	-	1684	192	310	178	451	240	370	428	250	629
RB653_007730	CM069769.1	3430577	3432381	-	1805	1404	514	1186	1004	710	396	1128	266	798
RB653_007731	CM069769.1	3433388	3436106	-	2719	468	658	228	1573	594	1712	3173.00	669.50	1296
RB653_007711	CM069769.1	3436469	3438451	+	1983	594	357	637.00	9377.00	1656	5286.64	10062.00	5192.25	1603
RB653_007712	CM069769.1	3438845	3441141	+	2297	314	616	212	396	803	239	558	121	937
RB653_007732	CM069769.1	3441322	3443949	-	2628	82	338	262	322	1784	802	370	402	1450
RB653_007713	CM069769.1	3445839	3447488	+	1650	467	525	234	60	44	76	72	68	490
RB653_007733	CM069769.1	3447434	3448742	-	1309	42	459	36	44	18	65	68	48	396
RB653_007714	CM069769.1	3448894	3450045	+	1152	58	44	76	286	80	202	246	120	200
RB653_007734	CM069769.1	3454248	3455381	-	1134	768	189	342	2609	1275	1522.00	2915	1590	1275
RB653_007735	CM069769.1	3456580	3458208	-	1629	514	644	156	332	496	96	170	110	1106
RB653_007736	CM069769.1	3458835	3459761	-	927	25	26	46	0	0	10	4	2	16
RB653_007715	CM069769.1	3460223	3462516	+	2294	34	471	110	194	290	288	76	59.50	627
RB653_007716	CM069769.1	3464924	3465366	+	443	6	4	0	13	12	36	11	36	0
RB653_007755	CM069769.1	3465583	3468590	-	3008	375	2809.22	1369	454	532	1241.22	746.22	635.95	3242.72
RB653_007756	CM069769.1	3469613	3471373	-	1761	318.20	180	272	1647	525.20	1147.00	1624.17	516.22	546.33
RB653_007717	CM069769.1	3474402	3476579	+	2178	356	1117	759	4046.00	5954	9023	8249	9574.00	4829
RB653_007757	CM069769.1	3476750	3478588	-	1839	300	333	134	387	297	353	390	178.50	416.40
RB653_007758	CM069769.1	3479847	3483683	-	3837	34	45	28	39	4	24	60	14	440
RB653_007759	CM069769.1	3484224	3487382	-	3159	334	84	283.17	4093.50	868	3506.00	4357	1902	1328.20
RB653_007760	CM069769.1	3488082	3490946	-	2865	732	1064	1422	3320	1578	3912	3907	1216	4262
RB653_007761	CM069769.1	3492038	3494714	-	2677	180	251	148	100	118	92	12	12	224.20
RB653_007737	CM069769.1	3496092	3497034	+	943	397917.25	11510	167526.50	313753.00	886870.00	117471.17	122044.00	78421.00	20864
RB653_007762	CM069769.1	3497149	3501258	-	4110	50.40	187.40	67	66.92	36.07	24.12	38.59	25	251.39
RB653_007763	CM069769.1	3501610	3502863	-	1254	164	20	74	1423	42	545	2212.50	1137	776
RB653_007764	CM069769.1	3503485	3506289	-	2805	461.50	3076	813	1116	2254	1340	698	850	5366
RB653_007738	CM069769.1	3507799	3509730	+	1932	152	572	70	60	82	42	42	22	690
RB653_007739	CM069769.1	3510570	3512243	+	1674	0	0	0	1014	40	233	102	550	111
RB653_007765	CM069769.1	3511247	3512909	-	1663	167	0	24	651	205	814	2263	708	609
RB653_007740	CM069769.1	3514510	3516059	+	1550	2338	1208	1582	3430	1954	2488	8128	3922	4674
RB653_007741	CM069769.1	3517136	3519107	+	1972	9025.00	11059.00	14231.50	2398	802	564	1470	488	13926
RB653_007742	CM069769.1	3519376	3521132	+	1757	784	3754	2740.00	2511.00	1978	2424.67	2419.67	1368	2275
RB653_011123	CM069769.1	3521928	3521998	-	71	0	0	0	2	0	0	0	0	0
RB653_007743	CM069769.1	3522325	3524721	+	2397	70.45	881.99	1124.57	363.37	682.70	171.90	102.14	119.72	1158.90
RB653_007744	CM069769.1	3525251	3530085	+	4835	819	6128	2205	1451	4157	6032	3403	2543	15343
RB653_007745	CM069769.1	3530263	3532494	+	2232	698	742	594	628	938	564	662	370	898
RB653_007766	CM069769.1	3532846	3533372	-	527	4	0	0	38	12	30	24	34	6
RB653_011124	CM069769.1	3535369	3535450	+	82	0	0	0	0	0	0	0	0	0
RB653_007746	CM069769.1	3535772	3536886	+	1115	0	0	0	0	0.80	0.72	0.22	0	0.80
RB653_007767	CM069769.1	3546236	3547735	-	1500	136	280	168	126	18	44	122	36	402
RB653_011125	CM069769.1	3548529	3548610	-	82	2	0	2	4	31	6	14	16	0
RB653_007747	CM069769.1	3549576	3550691	+	1116	73942	2059	34900	34722	5987	20527.50	25766.00	17457.00	4344
RB653_007748	CM069769.1	3551120	3552467	+	1348	23097.00	3230	11318.00	12169.00	2515	7297	17198.00	11643	4544
RB653_007768	CM069769.1	3552523	3553067	-	545	1773	692	1426	167	42	87	77	46	375
RB653_007749	CM069769.1	3553344	3557806	+	4463	302.29	821.20	333.75	1612	574.50	1257.72	1461.30	625.48	1803.00
RB653_007750	CM069769.1	3557908	3558873	+	966	882	1472	602	20	8	22	90	18	950
RB653_007769	CM069769.1	3558987	3560251	-	1265	2948	2804	3316	714	312	218	320	216	1870
RB653_007751	CM069769.1	3560469	3562742	+	2274	122	405	102	92	76	74	86	78	554
RB653_007770	CM069769.1	3562749	3567421	-	4673	70	408	118	750	520	464	210.67	266	748
RB653_007752	CM069769.1	3567794	3570086	+	2293	68	75	72	283	520	141.00	112	92	154
RB653_007771	CM069769.1	3570259	3573466	-	3208	444	1694	532	1390	1772	1456	1250	888.00	2486
RB653_007753	CM069769.1	3573806	3575444	+	1639	250	188	317	785	786	344	726	392	466
RB653_007754	CM069769.1	3576295	3577053	+	759	296	112	237	193	302	125	283	192	99
RB653_007772	CM069769.1	3577054	3580103	-	3050	92	320	278	184	26	36	89	28	992
RB653_007773	CM069769.1	3580964	3587847	-	6884	187	330	316	754	317	500	893.67	496	809
RB653_007774	CM069769.1	3588197	3590428	+	2232	86	204	7	278	756	174	262	160	772
RB653_007789	CM069769.1	3590556	3592022	-	1467	8332.00	440	4512.00	24718.33	3456.00	5306	33858.00	11122	3744.50
RB653_007775	CM069769.1	3593441	3596704	+	3264	366	267	260	3867	1121	1132	5500	1262	771
RB653_007776	CM069769.1	3597154	3598558	+	1405	2608	2015	1148	2824	926	532	1168	1026	978
RB653_007790	CM069769.1	3598621	3600995	-	2375	26	6	22	184	42	60	128	72	48
RB653_007777	CM069769.1	3601960	3603129	+	1170	40203	1071	15824.50	33354.50	6505	16111	32999.50	20266	3747
RB653_007791	CM069769.1	3603147	3603872	-	726	486.56	92.50	406.21	40.67	74.83	22	9.46	27.46	56.00
RB653_011126	CM069769.1	3604227	3604299	-	73	0	0	0	0	2	0	0	0	0
RB653_007778	CM069769.1	3606336	3611124	+	4789	306.25	450	192	822	156	1278	1406	1854	1296
RB653_007779	CM069769.1	3612326	3617880	+	5555	3879	3768	2823	5004	7134	5518	5045.00	7074	5237
RB653_007792	CM069769.1	3618204	3619139	-	936	1468	86	1130	4584	722	1102	1464	1656	1512
RB653_007793	CM069769.1	3626378	3627763	-	1386	168.13	251.50	123.37	68.07	25.83	56.40	86.33	48.73	134.97
RB653_011127	CM069769.1	3628395	3628466	+	72	0	0	0	0	0	0	0	0	0
RB653_007794	CM069769.1	3633439	3634553	-	1115	0	0	0	0	0.20	0.25	0	1	0.74
RB653_011128	CM069769.1	3634900	3634981	-	82	0	0	0	0	0	0	0	0	0
RB653_007795	CM069769.1	3636134	3636991	-	858	0	0	0	28	12	4	16	12	16
RB653_007780	CM069769.1	3637957	3638754	+	798	306	280	292	931	280	212	78	688	290
RB653_007796	CM069769.1	3638862	3639734	-	873	5219	3405	3575	688	288	264	326	306	1751
RB653_007781	CM069769.1	3640560	3646882	+	6323	246	1270	396	528.00	364	414.80	342.00	270	1589
RB653_007797	CM069769.1	3647127	3651235	-	4109	504	4472	1756	5558	16920	18006	6165	7513	12371
RB653_007782	CM069769.1	3653619	3655943	+	2325	446.40	669	766	602	716	755	402	350	893.00
RB653_007783	CM069769.1	3657361	3658353	+	993	9527	9338	16334.00	722	40	48	92	48	1637
RB653_007784	CM069769.1	3660224	3662455	+	2232	2554.00	3332	1506	2849	3866	3596	4500.00	1520	5573
RB653_007798	CM069769.1	3662689	3665493	-	2805	30	58.22	32.83	97.24	113.77	82.40	90.57	19.20	114.28
RB653_007799	CM069769.1	3665675	3668143	-	2469	42	46	94	38	6	18	18	10	38
RB653_007785	CM069769.1	3668616	3669479	+	864	4308	1322	2967	1290	326	614	836	896	923
RB653_007800	CM069769.1	3669674	3671587	-	1914	836	746	516	1210	590	1002	1932	872	1482
RB653_007786	CM069769.1	3672217	3683104	+	10888	288	1301	396	1158	770	936	788	586	2348
RB653_007787	CM069769.1	3683401	3684831	+	1431	0	0	0	0	0	0	0	0	0
RB653_007788	CM069769.1	3685274	3687988	+	2715	0	0	0	10	12	6	13	5	9
RB653_007801	CM069769.1	3689942	3691407	+	1466	0	0	0	0	0	6	2	0	0.22
RB653_007817	CM069769.1	3691520	3694164	-	2645	294.17	614	454.29	416	94	273.87	536.47	244.22	597.25
RB653_007802	CM069769.1	3694501	3695968	+	1468	297	1759	1246	191.17	390	548	479.00	416	1577
RB653_007818	CM069769.1	3696174	3696870	-	697	12487	4084	11171	710	196	375	388	196	4001
RB653_007819	CM069769.1	3697148	3698902	-	1755	140	28	12	4110.00	5003.00	18455.00	57431.50	25649.50	119618.00
RB653_010683	CM069769.1	3700323	3700530	+	208	212.43	90.00	115.60	23.30	21.50	17.40	26.90	80.10	74.60
RB653_007820	CM069769.1	3700621	3702552	-	1932	286	132	180	40	10	47	133	90	251
RB653_007803	CM069769.1	3703392	3704295	+	904	726	328	728	274	109.50	124	190	144	286
RB653_007821	CM069769.1	3704352	3705506	-	1155	386	212	575	349	256	365	507	293	387
RB653_007804	CM069769.1	3708943	3712694	+	3752	51	707.70	87	201.42	126.81	821.82	574.23	551.17	5291.29
RB653_007822	CM069769.1	3712844	3714208	-	1365	15620	5259	8107	4282	5846	2296	3190	2318	4419
RB653_007823	CM069769.1	3714527	3717921	-	3395	944	4859	2600	11086	9689	10204	6193	10358.00	6327
RB653_007805	CM069769.1	3719863	3727763	+	7901	990	2827	639	3654	1126	1594	1166	1043	10847.00
RB653_007806	CM069769.1	3727903	3729796	+	1894	386	120	213	503	441	192	241	254	254
RB653_007807	CM069769.1	3730587	3731390	+	804	1204	364	852	1578	462	916	1098	944	860
RB653_007808	CM069769.1	3731444	3732546	+	1103	457	200.33	406	729	93	279	387	366	361
RB653_007809	CM069769.1	3738297	3742296	+	4000	897	806	851	6511	3716	7019	4633	3446	5405
RB653_007824	CM069769.1	3742930	3745220	-	2291	1206	724	454	2144	2106	1374	1702	1272	1072
RB653_007825	CM069769.1	3745734	3750424	-	4691	522	448	442.50	696	44	106	158	74	3350
RB653_007810	CM069769.1	3752257	3755172	+	2916	204	559	360	1249	308	2062	1433.50	856	1018.33
RB653_007826	CM069769.1	3754181	3754893	-	713	0	0	0	0	0	0	0	0	0
RB653_007811	CM069769.1	3755769	3760436	+	4668	695	1314.00	442.50	2327.00	1788.00	1281.22	2419.00	903	2401
RB653_007827	CM069769.1	3760616	3761983	-	1368	76	138	84	142	38	102	272	238	120
RB653_007828	CM069769.1	3762416	3766577	-	4162	96	430.95	36	284	3421	419.70	124	88	1728.15
RB653_007812	CM069769.1	3766879	3767422	+	544	116	24	48	60	62	12	0	2	36
RB653_007813	CM069769.1	3767549	3769337	+	1789	2760	4604	1462	1878	190	122	856	234	2310
RB653_007829	CM069769.1	3769484	3770165	-	682	324	6	166	104	88	18	70.50	118	4
RB653_007814	CM069769.1	3771630	3774714	+	3085	151	2892	898	508	902	696	274	478	9596
RB653_007815	CM069769.1	3777007	3783924	+	6918	115.48	1193.86	347.24	1315.15	5200.34	6779.71	2709.04	2530.84	5094.56
RB653_007830	CM069769.1	3784018	3785646	-	1629	94	434	273.00	210	242	298	166	136	456
RB653_007816	CM069769.1	3785752	3786757	+	1006	1478	1524	1668.00	1206.00	1070	1185.00	1380.00	534.00	1509
RB653_007831	CM069769.1	3786714	3787564	-	851	357	244	194	281	60	138	150	222	210
RB653_007832	CM069769.1	3787879	3789288	+	1410	646	1714	540	916	1024	1015	1235	998	2141
RB653_007833	CM069769.1	3789578	3792872	+	3295	708	2850	1496	2748	1644	2435	2526	2063	4664
RB653_007834	CM069769.1	3792985	3795108	+	2124	126	184	94	226	185	186	132	170	351
RB653_007849	CM069769.1	3795102	3798370	-	3269	240	2186	1202	2468	3200	3279	2132	2426	2801
RB653_007850	CM069769.1	3799122	3801323	-	2202	86	40	58	346	168	172	198.00	114	224.00
RB653_007835	CM069769.1	3802167	3803081	+	915	92	358	18	70	12	188	129	146	502
RB653_007851	CM069769.1	3803165	3803841	-	677	3036	518	1354	1598	636	638	484	720	436
RB653_007852	CM069769.1	3804049	3807583	-	3535	286	434	381	146	88	244	256	238	1978
RB653_007836	CM069769.1	3809524	3811481	+	1958	23566.00	3312	9110.00	5914.00	8659	2444.00	3158	2074	3195.50
RB653_007837	CM069769.1	3812675	3813679	+	1005	20	8	9	0	6	2	8	0	0
RB653_007853	CM069769.1	3813738	3816770	-	3033	136	128	92	54	12	44	48	26	174
RB653_007838	CM069769.1	3817535	3820361	+	2827	292	764	342	653.00	826	892.00	812	366.00	1156.00
RB653_007854	CM069769.1	3820323	3821684	-	1362	274	238	250	8	4	4	41	10	307
RB653_007855	CM069769.1	3821883	3825029	-	3147	1230.24	1914.67	692.81	1502.99	1171.35	1828.88	1707.40	546.92	2281.32
RB653_007856	CM069769.1	3825441	3829475	-	4035	1532	696.57	1466.57	880.89	280	358.77	682.51	558	892.86
RB653_007839	CM069769.1	3829691	3831066	+	1376	1673	1126	775	1212	466	332	798.00	362	890
RB653_007840	CM069769.1	3831215	3832480	+	1266	55859.00	10957	15584	7662	4622	2048	2150	1276	7943
RB653_007841	CM069769.1	3832806	3833442	+	637	61699.00	49550.00	97526.18	2670	3602	2257.00	3346	1655	39462.00
RB653_007857	CM069769.1	3833465	3835115	-	1651	340	314	394	211	88	120	114	84	339
RB653_007842	CM069769.1	3835431	3837049	+	1619	3777	3178	2878	260	14	86	334	116	2067
RB653_007843	CM069769.1	3838675	3841770	+	3096	22	30	17	1390	35	1291	2341	1532	2153
RB653_007858	CM069769.1	3841993	3842472	-	480	0	0	0	10	6	10	14	21	0
RB653_007859	CM069769.1	3843952	3853416	-	9465	121.20	1935.99	306.92	304.32	3921.69	4234.81	944.61	1455.88	7709.61
RB653_007844	CM069769.1	3862683	3864694	+	2012	884.67	430.67	280.50	9240	3670	16427.33	16995.00	8366	13527.33
RB653_007860	CM069769.1	3864799	3867288	-	2490	0	0	0	0	0	2	11	4	4
RB653_007865	CM069769.1	3868456	3868766	-	311	121.55	20.53	128.32	7.80	10.13	8.20	4.40	3.40	7.02
RB653_011129	CM069769.1	3869014	3869086	-	73	0	0	0	0	0	0	0	0	0
RB653_007845	CM069769.1	3870065	3870921	+	857	16	0	18	12	0	6	8	12	36
RB653_007846	CM069769.1	3872020	3873213	+	1194	28	0	150	230	68	160	310	118	60
RB653_007861	CM069769.1	3873319	3874719	-	1401	1281.50	816	1337	1033	206	343	597	260	2405
RB653_007847	CM069769.1	3875545	3876104	+	560	3015	827	2597	571	16	227	358	292	662
RB653_007848	CM069769.1	3876771	3878096	+	1326	24	21	8	1331	204	1117	1576	1982	218
RB653_007862	CM069769.1	3878279	3879256	-	978	60	20	22	136	60	160	182	180	677
RB653_007864	CM069769.1	3880099	3880335	-	237	2	0	0	2	0	2	4	6	2
RB653_007863	CM069769.1	3882567	3884130	-	1564	318224	192193.00	176548.00	14568	9584	8578	17898.00	7635	113321
RB653_007866	CM069769.1	3887222	3888460	+	1239	12	0	2	384	122	128	156	126	8
RB653_007887	CM069769.1	3888708	3890300	-	1593	71722	40459.40	36423	8780	1734	566	960	356	18909
RB653_007867	CM069769.1	3891404	3892324	+	921	126	198	108	254	14	90	186	360	118
RB653_007868	CM069769.1	3892769	3893449	+	681	544	260	434	120	46	84	74	32	233
RB653_007888	CM069769.1	3893566	3894582	-	1017	518	434	490	131	32	83	172	187	496
RB653_007869	CM069769.1	3895077	3896642	+	1566	260	270	138	68	30	42	36	16	318
RB653_007870	CM069769.1	3897164	3902728	+	5565	228	850	323	212	20	116	240	158	3387
RB653_007871	CM069769.1	3903283	3904616	+	1334	2	0	0	2770.50	2	215.00	3011.00	12508.50	5307.00
RB653_007872	CM069769.1	3905297	3906399	+	1103	2	0	0	135.50	2	89.00	166.00	397.50	169.00
RB653_007873	CM069769.1	3907143	3908627	+	1485	410	90	206	624	270	352	678	286	408
RB653_007874	CM069769.1	3911968	3915922	+	3955	308	264	372	302	234	224	242	116	344
RB653_007889	CM069769.1	3916030	3916621	-	592	2892	1242	2442.00	442	400	294	640	494	1012
RB653_007890	CM069769.1	3916864	3917605	-	742	469	226	424	128	60	90	92	74	138
RB653_007891	CM069769.1	3918064	3919653	-	1590	5014	2168	3216	416	264	238	264	170	1630
RB653_007875	CM069769.1	3920479	3922498	+	2020	4618	3646	2923	3019	1238	2796	4574.00	2954	5239
RB653_007876	CM069769.1	3923810	3927497	+	3688	1956	4666	1700	20893	8834	11476	25030	8516	12483
RB653_007892	CM069769.1	3926514	3927965	-	1452	10	21	2	17	17	10	9	4	33
RB653_007877	CM069769.1	3928329	3930005	+	1677	488	1612	1564	3094.33	3467	1510	2212	2886	1847
RB653_007893	CM069769.1	3930046	3932169	-	2124	6006	1852	2284	4793	6266	3960	5726	2968	1832
RB653_007894	CM069769.1	3932797	3933800	-	1004	22	0	8	12	0	76	262	80	250
RB653_007895	CM069769.1	3934099	3935433	-	1335	38	80	60	188	22	257	178	148	225
RB653_007896	CM069769.1	3935468	3936052	-	585	410	148	501	110	34	86	92	106	168
RB653_007897	CM069769.1	3936125	3937187	-	1063	2850	796	1194	1607.00	1232	1452	1897.00	1118	1048
