# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../firmibasis_comparative_genomics/05_reference_genomes/ddis_combined_annotation.gff" "-o" "counts/counts_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
svkA	NC_007090.3	4476218	4478255	+	2038	1454	18289.50	10013.00	2207	12743.00	10003	8356.00	8173	12798.00
DDB_G0286429	NC_007090.3	4478853	4479988	+	1136	16257.00	11966	15035	2674	595	196	6287.00	3450.00	4121
DDB_G0286431	NC_007090.3	4480269	4482353	-	2085	302	386	414	1440	440	164	1070	558	882
DDB_G0286451	NC_007090.3	4482591	4482873	-	283	0	0	0	4	4	6	1	9	6
DDB_G0286433	NC_007090.3	4483047	4483775	-	729	14.00	32.00	9.00	44.50	35.00	5.50	59.50	49.00	43.50
DDB_G0286435	NC_007090.3	4483990	4486104	-	2115	6	0	2	8	6	10	20	29	14
DDB_G0286471	NC_007090.3	4487639	4494850	-	7212	320.25	397.50	209.50	459.25	321.75	105.50	554.50	523.67	574.50
DDB_G0286437	NC_007090.3	4495367	4498779	-	3413	256.25	455.00	222.50	265.75	301.75	126.00	369.00	476.67	521.00
DDB_G0286439	NC_007090.3	4502152	4502438	+	287	2	1	6	15	6	6	13	9	22
pfdn3	NC_007090.3	4502996	4503699	-	704	6799.00	3504.00	5081.00	5079.00	981	420	2161.00	1920.00	1634
DDB_G0286475	NC_007090.3	4504352	4504591	-	240	0	0	0	3377	250	319	727	1174	655
DDB_G0286477	NC_007090.3	4505969	4506214	+	246	0	0	0	5	3	7	0	0	3
DDB_G0286479	NC_007090.3	4506469	4510076	-	3608	637	1310.67	869	2112	3053	1774	1935	2917	3543
DDB_G0286441	NC_007090.3	4511137	4512885	-	1749	235	562	174	369	721	512	289	215	529
DDB_G0286443	NC_007090.3	4513273	4513947	-	675	418	170.00	259.50	1445.00	507	86	501.00	354	499
DDB_G0286481	NC_007090.3	4514745	4516770	-	2026	1045	755.00	660	2164	1731	1036	1716	1813	1912
DDB_G0286445	NC_007090.3	4518430	4519368	+	939	1042.00	636	793.00	224	56	16	196	210	158
DDB_G0286447	NC_007090.3	4520436	4522001	-	1566	679	6592.00	4311	1468	4532	6159.00	4093	6950	8597
DDB_G0286449	NC_007090.3	4523376	4526125	-	2750	412	302	264	268	230	170	234	289	346
DG1062	NC_007090.3	4526380	4528203	-	1824	16	2	0	2988	1862.00	839	1307	1658	1483.29
DDB_G0295785	NC_007090.3	4536016	4537272	+	1257	313	119	132	2500.00	3636.00	3365.00	3063.00	3268.00	3197
DDB_G0295783	NC_007090.3	4538199	4538839	-	641	1	1	0	98	10	207	24	146	26
DDB_G0295781	NC_007090.3	4542261	4543476	-	1216	2892	951	734	4738.00	3041	5539	5205.00	3703	5174
hbx11	NC_007090.3	4544537	4545405	-	869	53	30	84	138	209	129	329	290	390
DDB_G0286493	NC_007090.3	4549634	4549789	-	156	2	0	0	204	85	7	25	28	13
DDB_G0286485	NC_007090.3	4551311	4552764	+	1454	22	25.00	17	8105.00	4837	1323	3934.00	2658	4023.00
DDB_G0286487	NC_007090.3	4553269	4555238	-	1970	4346	3146	3362	5696	2083	1268	3472.00	4584	3066.00
itpa	NC_007090.3	4555858	4556528	-	671	3851	3457	4206	2258	528	630	1124	936	842
DDB_G0286489	NC_007090.3	4557172	4559815	+	2644	130.67	104	72	447	153.22	178	218.40	231.67	231
clcE	NC_007090.3	4560350	4563334	+	2985	524	1171	568	554	1163	986	768	773	1256
DDB_G0286497	NC_007090.3	4563823	4564182	-	360	0	0	0	0	0	0	0	0	0
DDB_G0286503	NC_007090.3	4566580	4568219	+	1640	21.63	76.20	38.37	26.40	24.60	13	26.73	50.27	86.42
pspG	NC_007090.3	4569135	4569875	-	741	4	78	38	38125.00	25107.67	40135.17	19367	15746	19936
DDB_G0286505	NC_007090.3	4570772	4572175	+	1404	127	240	205.00	8	18	10	62	174	250
DDB_G0286507	NC_007090.3	4572284	4574182	-	1899	1340	2238	1090	1992	1544	1267	1068	1326	1830
H2Bv3	NC_007090.3	4575107	4575571	+	465	14431.00	12798.00	21040.50	39472.50	18697.00	49898.17	11328.00	16159.00	8419.50
DDB_G0286511	NC_007090.3	4575968	4576885	-	918	844	1237	1170	1086	1072.00	1304	996	971	926
DDB_G0286513	NC_007090.3	4577203	4578885	+	1683	48	100	85	87	198	65	97	171	164
DDB_G0286515	NC_007090.3	4578900	4582076	-	3177	515	1094.00	492	526	584	443.00	748.00	478	1289.50
mlysS	NC_007090.3	4584316	4586258	+	1943	889	1238.00	1144	32	30	60	365	336	475
dgtB	NC_007090.3	4586343	4587173	-	831	4430	4367	3537	4530	1686	1704	2201.33	1707	1979
rpc9	NC_007090.3	4587626	4588190	-	565	1131	726	826	435	92	52	540	482	430
DDB_G0286523	NC_007090.3	4588407	4590411	+	2005	2515	5660	4066.00	2222	3459	3598	2564	3200	3811.00
rplP0	NC_007090.3	4590677	4591594	-	918	8660	233468.00	165444.00	4508	16521.00	41227	57270	57384	81134.00
acmsd	NC_007090.3	4592587	4593761	+	1175	3371	3880	1931	9180	7363	7820.50	4965	6666	4561
DDB_G0286527	NC_007090.3	4594246	4594806	-	561	0	2	0	6	0	8	0	0	0
DDB_G0286529	NC_007090.3	4594883	4595140	-	258	0	4	8	0	0	0	2	2	0
DDB_G0286531	NC_007090.3	4596405	4597722	-	1318	9.18	165.60	26.82	24.20	126.35	120.40	44.39	93.03	155.52
tRNA-Phe-GAA-12	NC_007090.3	4598294	4598367	+	74	0	0	0	0	0	0	0	0	0
DDB_G0294589	NC_007090.3	4603487	4604368	+	882	4510.60	4541.37	9571.06	503.40	541.40	448.47	416.83	1162.00	325.87
DDB_G0286533	NC_007090.3	4607142	4609511	+	2370	372	596	234	5179	7673	9456	3049	2249	3359.88
gghA	NC_007090.3	4609676	4610629	-	954	16521	9410	12198	10580	3294	5652	7034	8317	5076
DDB_G0286543	NC_007090.3	4611232	4615491	+	4260	738	5076	1622.00	1160	5526.33	1423	1126	3192.00	4940
vps13D	NC_007090.3	4616198	4630066	-	13869	559	2173	1360.67	1379	3071	1685	1316.00	3802.22	3408
DDB_G0286537	NC_007090.3	4631120	4632211	-	1092	1344	1125	523	116	30	80	640	334	588
DDB_G0286539	NC_007090.3	4632777	4635500	+	2724	92	252	118	252	548	202	172	296	510
DDB_G0286541	NC_007090.3	4635713	4636207	-	495	2152	972	1472	679	180	370	523	492	419
DDB_G0286547	NC_007090.3	4637483	4639599	-	2117	0	4.43	1.10	0	6.11	14.46	5.61	15.49	42.28
DDB_G0286823	NC_007090.3	4639700	4641171	-	1472	0.40	3.33	0.60	0	4.91	12.66	4.01	14.80	34.78
DDB_G0286565	NC_007090.3	4641695	4642354	+	660	794	394	560	2011	650	141	674	785	582
DDB_G0286567	NC_007090.3	4642679	4644526	+	1848	72	130	86	39	58	38	76	82	140
DDB_G0286569	NC_007090.3	4644643	4644987	-	345	0	0	0	1	0	8	0	0	0
DDB_G0286571	NC_007090.3	4645438	4645722	+	285	0	0	0	0	0	0	0	0	0
ponH	NC_007090.3	4646321	4647014	+	694	2	68	56	40951.00	43592	45413.00	13423.00	12190	10254
DDB_G0286575	NC_007090.3	4647468	4648340	+	873	60	70	32	48	42	12	116	66	72
DDB_G0286577	NC_007090.3	4648951	4649433	+	483	4	6	8	202	56	3967.67	4026	3776	3070
dnaja5	NC_007090.3	4649529	4651430	-	1902	400	1274	544	192	750	276	499	592	690
DDB_G0286581	NC_007090.3	4651768	4652761	+	994	550	375	476	683	270	296	314	356	333
DDB_G0286583	NC_007090.3	4653100	4655469	+	2370	632	3052	1740	516	1328	662	1202	1523	1518
DDB_G0286787	NC_007090.3	4655553	4656861	-	1309	2	0	0	1802	673.50	250	379	403	244
DDB_G0286585	NC_007090.3	4657116	4658718	+	1603	410.00	373.50	449.50	500.00	372.50	153.00	687.50	301.50	371.00
DDB_G0286587	NC_007090.3	4659140	4660350	+	1211	107.00	124.50	178.50	341.00	193.50	124.50	274.16	130.83	156.50
DDB_G0286775	NC_007090.3	4660710	4661382	+	673	4	2	0	0	0	2	0	0	0
DDB_G0286789	NC_007090.3	4662033	4667190	+	5158	1877	1191	1570	1542	851	1998	1507	1192	1352
DDB_G0286791	NC_007090.3	4668476	4670016	+	1541	4	2	2	0	0	2	0	2	0
DDB_G0286589	NC_007090.3	4670086	4670910	-	825	24	12	10	6592	1658	388	1054	1022	812
DDB_G0286793	NC_007090.3	4671665	4672491	+	827	1396.00	820.00	983	5242.00	1613.00	717	1985.00	1764.00	1361.67
DDB_G0286591	NC_007090.3	4672737	4675106	-	2370	78	100	32	558	412	128	230	198	232
DDB_G0286593	NC_007090.3	4675755	4677179	+	1425	52	16	22	2102	739	204	415	295	191
DDB_G0286595	NC_007090.3	4677268	4679169	-	1902	0	2	0	4	0	0	0	0	0
DDB_G0286597	NC_007090.3	4679470	4680028	+	559	0	0	0	2	0	0	2	2	4
DDB_G0286599	NC_007090.3	4680135	4680553	+	419	0	0	2	0	4	0	0	2	8
tRNA-Ala-UGC-7	NC_007090.3	4682789	4682884	-	96	0.67	0	1.67	0	0	0	0.67	0	0.67
DDB_G0286795	NC_007090.3	4684750	4686825	-	2076	142	138	60	324	72	28	296	112	78
DDB_G0286601	NC_007090.3	4687512	4688323	-	812	46	16	20	636	94	122	166	106	36
DDB_G0286603	NC_007090.3	4689118	4691291	-	2174	5137	8148.00	5402	19548	17641	12279	10639	11326	11213
racA	NC_007090.3	4692759	4695030	-	2272	1326	4879	2494	1350	2634	2910	4600	5133	4874
DDB_G0286605	NC_007090.3	4695789	4696839	-	1051	12	18	6	8340	2564	1160	1460	1726	1242
fslP	NC_007090.3	4697072	4699136	-	2065	30.00	8.50	10.50	2736.00	466.50	127.00	265.50	175.00	174.00
fslQ	NC_007090.3	4699815	4701833	-	2019	108.00	163.50	83.50	146.00	43.50	10.00	103.50	55.00	67.00
DDB_G0295671	NC_007090.3	4703129	4704275	-	1147	83	224	116	184	530	107	128	185	291
DDB_G0286611	NC_007090.3	4704484	4708242	-	3759	237	883	400	148	860	426.50	290	523	792
DDB_G0286613	NC_007090.3	4708744	4716594	-	7851	996	14582.00	4796.00	445	1680	2116	2514	4378	6546
tsg101	NC_007090.3	4717096	4718707	-	1612	248	1506	518	642	2380	1744	1059	1783	2271.00
DDB_G0286799	NC_007090.3	4720383	4720657	-	275	0	0	2	161	79	282	36	102	20
DDB_G0286615	NC_007090.3	4721350	4721912	-	563	4	10	16	15277	3481	639.00	1655	1523	1017
cycK	NC_007090.3	4722525	4724281	-	1757	2733	4055.83	2207	889	2470	1289	1981	1391	2557
sigM	NC_007090.3	4725803	4727293	+	1491	125	171	100	163	188	4801.55	2365.00	4016.00	5031.00
DDB_G0286619	NC_007090.3	4727396	4728781	-	1386	46	1148	384	30	44	337	126	212	321
BRIP1	NC_007090.3	4729555	4732791	+	3237	118	244	114	186.50	212	208	204.67	232	408
DDB_G0286801	NC_007090.3	4733206	4733487	+	282	129	106	295	94	108	2	46	246	48
pten	NC_007090.3	4733890	4735609	-	1720	1958	5940	3218	3103	13882	14151	9915	12827	16798
vps41	NC_007090.3	4738365	4741726	-	3362	989	7721	3654	1649.00	6100	6280	2640	5072	8094
DDB_G0286805	NC_007090.3	4742371	4745221	-	2851	656	1228	616	672	1114	458	770	1048	1222
mcm2	NC_007090.3	4745862	4748971	+	3110	270	692	330	1324	1272	982	446	898	1055
DDB_G0286625	NC_007090.3	4749168	4750834	-	1667	4	4	2	26	28	22	22	20.50	24
DDB_G0286807	NC_007090.3	4751624	4753690	-	2067	6	10	6	62	44	6	10	18	30
DDB_G0286551	NC_007090.3	4754201	4755574	-	1374	22	36	74	44	44	86	160	336.67	124
DDB_G0286627	NC_007090.3	4756048	4758163	-	2116	372	232	132	99	140	14	102	94	94
DDB_G0286629	NC_007090.3	4758841	4759279	+	439	16	10	4	263	138	112	69	126	42
ponF	NC_007090.3	4759468	4759983	-	516	50	18	24	112	90	2642	230	582	383
ints4	NC_007090.3	4760652	4764568	+	3917	189	878	354	172	786.25	483	524	710	1171.57
DDB_G0286635	NC_007090.3	4764695	4764950	-	256	0	9	6	4	2	25	223	1178.50	449
DDB_G0286637	NC_007090.3	4765267	4767768	-	2502	15804	16513.00	9632	1946	2532.00	4310	2584.50	3984	2525.56
DDB_G0286809	NC_007090.3	4768925	4770804	-	1880	637.67	707	656	883.33	1414	1916	1521	1481	1373
DDB_G0286639	NC_007090.3	4771485	4772787	-	1303	1690	1248	1257	2703	1240.67	1998	1545	1828	1424
DDB_G0286811	NC_007090.3	4773313	4774503	-	1191	1428	1191.50	1340	1136	1130	336	891	1136	1052.50
DDB_G0286641	NC_007090.3	4774707	4775979	+	1273	104	36	78	10	10	0	24	32	26
grlM	NC_007090.3	4778203	4780576	+	2374	150.50	95	84.50	36	47	60	359	254	194
cstf3	NC_007090.3	4781245	4784575	+	3331	48	3385	1910	347	3628.67	3655.67	860	1661	3502.29
flpA	NC_007090.3	4784977	4787338	+	2362	117	210	150	278	500	154	172	298	344
ecmD	NC_007090.3	4787507	4788407	-	901	4	75	221	119313.50	45910.80	30601.00	36229.00	11967.67	8303
DDB_G0286649	NC_007090.3	4789671	4790625	-	955	634	221	283	11588.00	9656.00	8288.50	5826	11160.67	4215
DDB_G0286651	NC_007090.3	4791776	4792931	+	1156	14676.50	37167.00	67277.50	944	976	6014	17515	13420	19337
salA	NC_007090.3	4793559	4794032	+	474	10128.00	7703	8791	1966	326	176	8474	3116	3952
DDB_G0286653	NC_007090.3	4794405	4794959	+	555	487	208	638	136	26	26	272	280	178
DDB_G0286655	NC_007090.3	4795283	4799675	-	4393	40	190	66	238	264	96	206	188	334
DDB_G0286657	NC_007090.3	4800131	4800509	-	379	9932	1936	3740	7338	1226	2662	3390	1985	1206
DDB_G0286659	NC_007090.3	4800587	4801228	-	642	461	210.00	282	162	29	47	183	46	91
DDB_G0286661	NC_007090.3	4801886	4803571	+	1686	756	2146	1252.00	722	2208	740	1356	2124	2317.22
rab21	NC_007090.3	4804109	4805424	+	1316	9501	5274	7205	9209	4753	4553	5720	4058	4384
ecmC	NC_007090.3	4806034	4806948	-	915	26	36	25	6925	1852	1952	3300	1550.67	660
lin9	NC_007090.3	4807662	4811421	-	3760	66.67	282.12	154	231	579	366.03	286.50	585.65	1262.62
DDB_G0286813	NC_007090.3	4811771	4812232	+	462	0	0	2	10	6	2	12	2	2
DDB_G0286667	NC_007090.3	4812413	4812787	-	375	0	0	2	3640	490	142	8	54	8
DDB_G0286669	NC_007090.3	4814848	4817084	-	2237	154	132	282	858	1384	4201	1693	2764	2216
sir2B	NC_007090.3	4818681	4821260	+	2580	2513	3259	1680	3291	3606	1982	6121	7317.00	5435
DDB_G0286673	NC_007090.3	4821852	4825148	+	3297	207	1080	452	88	80	48	338	738	618
DDB_G0286675	NC_007090.3	4825895	4826186	-	292	0	0	0	18.33	10	41708.00	92678.15	140975.96	95356.19
DDB_G0286815	NC_007090.3	4826533	4826818	+	286	0	0	0	0	0	92	765	1546	649
abcC5	NC_007090.3	4828905	4833706	-	4802	483	1052	749	1578	1890	1186	1263	2499	1499
DDB_G0286677	NC_007090.3	4835533	4840527	+	4995	3341.00	17079.00	8544.00	246	244	266	2418.00	4340.00	4605.00
DDB_G0286679	NC_007090.3	4840734	4841072	-	339	10	0	10	1976	416	122	313.50	502	270
DDB_G0286681	NC_007090.3	4841268	4843802	-	2535	3548	4250.00	2415	6088	4842	2858	4829.67	3026	3436.22
tRNA-Tyr-GUA-7	NC_007090.3	4844157	4844240	+	84	0	0	0	2	0	5	0	0	0
DDB_G0286683	NC_007090.3	4844701	4845410	+	710	136	26	32	252	36	74	44	48	36
DDB_G0286685	NC_007090.3	4845533	4845826	-	294	14	30	100	31141	12526.50	3385.00	20868.50	12745	6504.50
DDB_G0286779	NC_007090.3	4846920	4847186	-	267	0	0	2	116	48	16	70	52	6
DDB_G0286687	NC_007090.3	4848740	4848960	-	221	0	1	0	22	14	12	13	14	2
DDB_G0286781	NC_007090.3	4849724	4849992	-	269	38	36	48	14035	3228	355	1080	3493	742
DDB_G0286689	NC_007090.3	4852457	4852748	+	292	80	20	32	3446	1574	1291	7742.50	4945	1904
DDB_G0286691	NC_007090.3	4852997	4853404	+	408	3732	1536	2604	846	96	82	1146	932	546
adcD	NC_007090.3	4853622	4856076	-	2455	818	655	696	2343.00	2418	544	2209	2002	1844
DDB_G0286695	NC_007090.3	4856852	4857664	-	813	1484	961	841	1168	504	2016	3447	10729.00	2667
DDB_G0286697	NC_007090.3	4858448	4861861	-	3414	60	56	60	22	16	4	52	108	126
DDB_G0286699	NC_007090.3	4862450	4863567	+	1118	8561	3728	5978.00	959	136	246	3108	2126	1504
DDB_G0286817	NC_007090.3	4863743	4867280	-	3538	748	2263	1446	973.00	1887	736	1108	936	1080
DDB_G0286701	NC_007090.3	4868445	4870193	+	1749	765	749	772	1178	770	460	570	420	468
DDB_G0286703	NC_007090.3	4870527	4871540	+	1014	480	476	292	990	584	471	699	515	582
cog7	NC_007090.3	4871672	4874662	-	2991	487	960	341	360	420	116	611	392	695
DDB_G0286707	NC_007090.3	4875042	4878196	+	3155	800	1214	990	1473	1113	430	1116	1188	1268
gpt9	NC_007090.3	4878583	4879851	-	1269	305	138	86	26	0	0	82	23	34
gpt8	NC_007090.3	4880623	4881944	-	1322	142	52	37	153	44	40	436.50	265	429
DDB_G0286713	NC_007090.3	4882439	4883209	-	771	725	382	628	665	282	168	537	684	422
ponC2	NC_007090.3	4883827	4884270	-	444	108.00	37	59.00	85.00	16.67	57	75.00	127.00	106
ponC1	NC_007090.3	4885049	4885492	-	444	248.58	56.50	79.50	490.75	103.50	240.75	126.17	257.25	162.58
ponC4	NC_007090.3	4886230	4886673	-	444	725.33	208.33	298.00	189.67	41.00	204	366.33	234.33	333.00
ponC3	NC_007090.3	4887442	4887885	-	444	298.00	47.00	74.50	88.50	16.50	57	97.00	94.00	49.50
ponC5	NC_007090.3	4888589	4889032	-	444	341.33	47.00	128.00	174.00	62.33	193	89.67	265.00	93.33
vps13A	NC_007090.3	4889609	4899939	-	10331	842	6826.00	3999	2930	10729	6781	3626	9265	11529.22
DDB_G0286727	NC_007090.3	4900621	4901710	-	1090	6572	3533	5887.50	4701.00	4553	6351	6536.00	6746	4993
DDB_G0286729	NC_007090.3	4902848	4903802	+	955	11138	10394.00	16136	14019.00	9601	21717	15661	10649.00	10713.00
DDB_G0286731	NC_007090.3	4904757	4905377	+	621	150	144	446	34	38	84	36	106	58
hbx12	NC_007090.3	4905654	4908357	-	2704	92	584	262	128	544	436	373	354	575
DDB_G0286735	NC_007090.3	4909097	4911357	+	2261	1714	2455	1467	3099.50	4052	3762.33	3261	2288	3273
DDB_G0286737	NC_007090.3	4911744	4913372	+	1629	18	50	26	2	2	0	4	2	12
DDB_G0286739	NC_007090.3	4913488	4914188	-	701	0	0	0	0	0	0	0	0	0
DDB_G0286741	NC_007090.3	4914735	4915994	+	1260	218	130	82	470	170	192	170	92	128
CYP555A1	NC_007090.3	4916138	4917744	-	1607	10	0	0	416	126	133	187	192	132
DDB_G0286821	NC_007090.3	4918278	4920365	+	2088	4	0	2	183	82	214	138	148	116
DDB_G0286745	NC_007090.3	4920445	4921982	-	1538	123	409	200	211	558	278	130	360	504
H2AZ	NC_007090.3	4922308	4922992	-	685	8954	3067	4873	44663.50	6439	2410	5976	4848	3462
DDB_G0286749	NC_007090.3	4924314	4927076	+	2763	535	444	284	1454	1529	993	1398	1150	1455
DDB_G0286751	NC_007090.3	4927372	4927911	-	540	122	34	47	52	22	10	37	38	26
DDB_G0286783	NC_007090.3	4929423	4929718	-	296	130	65	47	171	342	120	351	306	308
eIF5	NC_007090.3	4930004	4931298	+	1295	6026	6792	3485	6040.50	20058.00	21394	15794.00	12717	18765
DDB_G0286755	NC_007090.3	4931449	4932181	-	733	1102.00	563	759	1838	244	206	628	562	358
DDB_G0286757	NC_007090.3	4933318	4934654	+	1337	4474.50	2701	2086	8374	3699	4169	6388.00	3415	3024
DDB_G0286759	NC_007090.3	4935044	4935605	-	562	5934.00	3449	4722	591	68	30	1198.00	702	880
DDB_G0286761	NC_007090.3	4936897	4937811	+	915	534	270	396	28	10	6	96	166	179
DDB_G0286763	NC_007090.3	4937865	4940141	-	2277	168	207	174	477	452	202	468	403	386
DDB_G0286765	NC_007090.3	4940455	4942254	+	1800	258	144	96	2448	1505	1736	1159	1258	766
DDB_G0286767	NC_007090.3	4943773	4944222	+	450	658	146	266	506	125	167	361	267	255
DDB_G0286785	NC_007090.3	4944584	4944703	+	120	16	0	2	6	2	14	4	5	10
DDB_G0286769	NC_007090.3	4945147	4945473	-	327	0	0	0	0	0	0	0	0	0
DDB_G0286771	NC_007090.3	4945857	4946132	+	276	0	0	0	0	0	0	0	0	0
gflB	NC_007090.3	4946624	4951538	-	4915	1486	20380	9578	2563.00	20933	19611.00	7523	12584	19426
DDB_G0286859	NC_007090.3	4953157	4953327	-	171	44	10	0	19	6	27	23	11	13
DDB_G0286827	NC_007090.3	4953534	4953725	-	192	16	2	4	8	3	2	5	2	1
DDB_G0286829	NC_007090.3	4954349	4954930	+	582	426	270	289	347	84	44	204	248	189
DDB_G0286831	NC_007090.3	4955377	4955700	-	324	2588.00	1432	1958.00	509	54	53	492.00	347.00	503
DDB_G0286833	NC_007090.3	4956036	4957022	-	987	398	246	286	428	168	240	206	200	138
DDB_G0286835	NC_007090.3	4957742	4959343	+	1602	84	12	22	1592	638	186	384	534	358
gtaM	NC_007090.3	4960352	4961950	+	1599	842	597	420	484	518	493	1358.00	510	876
gtaW	NC_007090.3	4963061	4964091	+	1031	7359	2281	3350	3452	889	4103	1634	916	810
DDB_G0286841	NC_007090.3	4966020	4967675	-	1656	0	4	0	2056	457	96	399	100	166
gtaQ	NC_007090.3	4968885	4970116	-	1232	223.50	820	898	389.00	450.00	1666	521.00	576	452.00
DDB_G0286845	NC_007090.3	4972112	4972996	+	885	765.31	785.71	1409.34	395.01	229.85	236.95	282.25	656.75	210.97
DDB_G0286847	NC_007090.3	4973256	4975793	-	2538	78	10	4	606	723	409	665	420	484
DDB_G0286849	NC_007090.3	4977120	4977989	-	870	904.27	814.37	1984.06	262.90	128.90	50.97	253.83	401.50	178.87
DDB_G0286861	NC_007090.3	4978558	4979442	+	885	533.81	582.54	1121.50	263.68	136.85	97.62	214.08	462.75	146.30
tgrE1	NC_007090.3	4982216	4985142	-	2927	22	112	60	8266	10570	6942.00	4885	4904	4494
tgrD1	NC_007090.3	4985657	4988428	+	2772	0	96	70	47836.00	39123.00	17178.00	33546.00	16167	22228
DDB_G0286853	NC_007090.3	4990193	4990906	+	714	2339	1239	3016	632	240	206	1348	664	890
gtaD	NC_007090.3	4992545	4994267	-	1723	0	2	0	2114.00	718.00	160	702.00	320	400
glod5	NC_007090.3	4996053	4996442	-	390	1932.00	587	1016	908	224	103	408	818	394
DDB_G0286863	NC_007090.3	4996972	4999916	+	2945	603	301.33	350.89	194	27.36	5.11	516.44	1368.42	357.81
tRNA-Phe-GAA-13	NC_007090.3	4999193	4999266	+	74	0	0	0	0	0	0	0	0	0
DDB_G0286903	NC_007090.3	5000789	5000911	+	123	0	0	0	0	0	0	0	0	0
DDB_G0286865	NC_007090.3	5001179	5001412	-	234	0	0	2	4970	1814	209	1058	1069	656
DDB_G0286867	NC_007090.3	5001922	5006849	-	4928	514	780	490	64	26	46	768	118	622
DDB_G0286869	NC_007090.3	5007468	5008733	+	1266	350	244	196	756	162	66	542	420	284
DDB_G0286871	NC_007090.3	5008976	5009655	+	680	323	166	201	74	24	22	209	288	222
DDB_G0286873	NC_007090.3	5009906	5011103	+	1198	0.50	2.00	4	232	50	451.00	677.00	7322	604
gatA	NC_007090.3	5011319	5012971	+	1653	158	198	162	86	174	44	150	316	230
DDB_G0286877	NC_007090.3	5013005	5017830	-	4826	0	0	0	268	602	376	316	230	290
DDB_G0286879	NC_007090.3	5018337	5018897	-	561	36	22	30	6	0	1	16	24	4
DDB_G0286881	NC_007090.3	5019240	5022826	+	3587	92	238.00	128	149	156	161	467	1416	500
DDB_G0286883	NC_007090.3	5022922	5023576	-	655	66	139	180	118	72	36	50	106	48
DDB_G0286885	NC_007090.3	5024349	5026256	+	1908	3165	2229	3238.00	498	180	709	2424.00	1102	1590
DDB_G0286887	NC_007090.3	5026472	5026974	-	503	16	8	4	212	80	117	124	415	121
fut10	NC_007090.3	5027996	5030071	-	2076	340	799	676	885	2440	2319	1556	2795	2435
DDB_G0286891	NC_007090.3	5031762	5035686	+	3925	113	304	117	415	590	576	559	1007	624
act29	NC_007090.3	5035700	5036863	-	1164	371	302	218	176	46	66	582	983	349
grlD	NC_007090.3	5037852	5040315	+	2464	120	78	10	88	40	40	470	1316	320
DDB_G0286897	NC_007090.3	5040461	5045138	-	4678	1977	1761	2418	626	432	1128	5360	1696	2490.00
tRNA-Val-AAC-18	NC_007090.3	5047177	5047250	-	74	0	0	0	0	0	2	0	0	0
DDB_G0286899	NC_007090.3	5047649	5050777	+	3129	168	478	488	42.22	52	20	162	180	330
DDB_G0286901	NC_007090.3	5050966	5053146	-	2181	226	776	238	646	3511	2034	732	1642	2472
med25	NC_007090.3	5053310	5058130	-	4821	2	720	69	4	2745.12	2283.57	163	670.67	2443.67
anapc11	NC_007090.3	5059870	5060410	-	541	650	316	426	688	184	544	268	296	148
DDB_G0286911	NC_007090.3	5061049	5062551	+	1503	1530	796	714	226	114	140	682	428	380
DDB_G0286969	NC_007090.3	5063512	5069942	+	6431	508	5517	2759	450	3913.11	4210	1363.40	7476.33	9731.67
DDB_G0286913	NC_007090.3	5070335	5073388	+	3054	40	42	8	0	4	0	44	10	62
DDB_G0286915	NC_007090.3	5073666	5073999	-	334	4	6	4	327	66	334	457	840	246
DDB_G0286917	NC_007090.3	5074484	5076486	+	2003	42	12	10	715	482	402.00	417	401	299
pspE	NC_007090.3	5076581	5077048	-	468	2	122	12	62257.00	26291	238570.50	56653.50	32290	34378.00
uba2	NC_007090.3	5077667	5079750	-	2084	1628	2946	1801	998	2314	1971	1416	1196	1650
DDB_G0286921	NC_007090.3	5081040	5082644	-	1605	1034	4001.80	3592.00	719	5560.80	4491	2138.89	2412	4286.60
ubqD	NC_007090.3	5083931	5084620	-	690	76475.53	37777.55	32727.10	48927.15	10959.13	56100.65	48697.27	38503.93	22094.60
DDB_G0286923	NC_007090.3	5085448	5086911	-	1464	905	870	584	750	505	1040	1251	546	786
DDB_G0286925	NC_007090.3	5087989	5089064	+	1076	94	103	46	32349	25040.00	30638	4728.00	5473	5080.00
nedd8l2	NC_007090.3	5089206	5089448	-	243	969.00	594.00	964	172	47	2	273	204	228
DDB_G0286929	NC_007090.3	5090123	5091112	+	990	2074.50	2944	2694	2431	1550	962	730	1352	995
DDB_G0286931	NC_007090.3	5091515	5107567	+	16053	162	1937	562	928	8554	3016	1960	4720.50	7150
